Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId,Filter,Id
0063100000fGm6vAAC,TurkeyOpp-110,Banner,2016-10-01,2016-10-30,12762,Lilly201610Lilly Diyabetim App CPC EkimMoveMEC,Net Cost (Calc Margin),MediaTrader,Move,0,2000,Externally Managed,Triggers,Saglik,1,CPC,0.8433,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuGAAS
0063100000fGm4pAAC,TurkeyOpp-208,Banner,2016-07-01,2016-07-31,185.6,Vodafone20167Vodafone Red Business Kategori TemmuzMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,92.8,Externally Managed,Triggers,Seyahat,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuHAAS
0063100000fGm4DAAS,TurkeyOpp-529,Banner,2016-07-01,2016-07-14,1200,Michelin20167Yuklegitsin TemmuzReklamStoreMEC,Net Cost (Calc Margin),MediaTrader,ReklamStore,2000,220.6,Externally Managed,Triggers,RON,0.6,CPC,0.8162,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuIAAS
0063100000fGm3mAAC,TurkeyOpp-1413,Banner,2016-06-01,2016-06-30,0,Elca Kozmetik20166Estee Lauder Sensuous NudePopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,0,0,Externally Managed,Triggers,Kadin,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuJAAS
0063100000fGm38AAC,TurkeyOpp-729,Banner,2016-03-11,2016-03-14,1360,Bimeks20163Bimeks KDV BiParaAdinteractionMEC,Net Cost (Calc Margin),MediaTrader,Adinteraction,4000,715.4,Externally Managed,Triggers,Teknoloji,0.34,CPC,0.474,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1360,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuKAAS
0063100000fGlypAAC,TurkeyOpp-1022,Banner,2016-04-08,2016-04-30,2255.2,Lassa20164Lassa Satis NisanAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,7500,1439.03,Externally Managed,Triggers,Kadin,0.4,CPC,0.3619,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuMAAS
0063100000fGm7gAAC,TurkeyOpp-405,Banner,2016-10-01,2016-10-30,4572,Huawei201610Huawei P9 Lite EkimMynetMX,Net Cost (Calc Margin),MediaTrader,Mynet,3333,166.8,Externally Managed,Triggers,Finans,0.5,CPC,0.9635,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1666.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuNAAS
0063100000fGm6bAAC,TurkeyOpp-595,Banner,2016-09-01,2016-09-30,13.6,Clinique20169Clinique EylulAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,275,Externally Managed,Triggers,Kadin,0.4,CPC,-19.2206,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuOAAS
0063100000fGm7MAAS,TurkeyOpp-1834,Banner,2016-10-01,2016-10-30,7485,Vodafone201610Vodafone Godzilla Native EkimLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,15667,3948,Externally Managed,Triggers,Iletisim,0.6,CPD,0.4725,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,9400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuPAAS
0063100000fGlxvAAC,TurkeyOpp-1311,Banner,2016-04-01,2016-04-14,288,RedBull20164Anadolu Break IstanbulGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,6818,1021.24,Externally Managed,Triggers,Kadin,0.5,CPC,-2.546,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3409,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuQAAS
0063100000fGlwuAAC,TurkeyOpp-1056,Banner,2016-02-02,2016-02-29,1333.33,Vodafone20162Corp Cozumler SubatMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,3333,982.2,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.2634,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuRAAS
0063100000fGlwpAAC,TurkeyOpp-1895,Banner,2016-02-01,2016-02-29,962.85,Nike20162E-Comm LaunchAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,7500,550.2,Externally Managed,Triggers,Spor,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2625,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuUAAS
0063100000fGm3cAAC,TurkeyOpp-1131,Banner,2016-06-01,2016-06-27,114.4,Akbank20166Akbank Ihtiyac Kredisi HaziranAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,71.89,Externally Managed,Triggers,Finans,0.4,CPC,0.3716,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuVAAS
0063100000fGm3kAAC,TurkeyOpp-1581,Banner,2016-06-01,2016-06-30,529.2,Elca Kozmetik20166Clinique New Buyers FocusMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,264.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuWAAS
0063100000fGm2XAAS,TurkeyOpp-1100,Banner,2016-05-01,2016-05-15,1757.2,Lassa20165LassaMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,878.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuYAAS
0063100000fGlxGAAS,TurkeyOpp-663,Banner,2016-03-01,2016-03-31,1852,Elca Kozmetik20163Clinique Chubby LashLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,4667,1131,Externally Managed,Triggers,Kadin,0.4,CPC,0.3893,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1866.8,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuZAAS
0063100000fGm4XAAS,TurkeyOpp-415,Banner,2016-07-14,2016-07-31,26.8,Mavi20167Mavi I love Mavi TemmuzAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,16.66,Externally Managed,Triggers,Alisveris,0.4,CPC,0.3784,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuaAAC
0063100000fGlxTAAS,TurkeyOpp-828,Banner,2016-03-03,2016-03-31,1000,Cosmetica20163Cosmetica MartReklamstoreMX,Net Cost (Calc Margin),MediaTrader,Reklamstore,16,128,Externally Managed,Triggers,Kadin,7.5,CPC,0.872,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,120,012i0000001EB0yAAG,Turkey_LR,a013100000fLpubAAC
0063100000fGlyQAAS,TurkeyOpp-672,Banner,2016-04-06,2016-04-30,1417.8,KKB20164KKB Ticari CekAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.5768,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpucAAC
0063100000fGlxZAAS,TurkeyOpp-643,Banner,2016-02-25,2016-02-29,177.6,Vodafone20162Vodafone Big Bang Erkek & SporMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,200,Externally Managed,Triggers,Erkek,0.4,CPC,-0.1261,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpufAAC
0063100000fGm6bAAC,TurkeyOpp-1067,Banner,2016-09-01,2016-09-30,2346.8,Clinique20169Clinique EylulAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5739,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpugAAC
0063100000fGlxFAAS,TurkeyOpp-1997,Banner,2016-03-01,2016-03-31,2202.4,Elca Kozmetik20163Bobbi Brown MartAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,5000,1500,Externally Managed,Triggers,Kadin,0.4,CPC,0.3189,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuhAAC
0063100000fGlwMAAS,TurkeyOpp-1961,Banner,2016-01-23,2016-01-31,1522.2,Bimeks20161Apple NotebookPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,6000,1014.8,Externally Managed,Triggers,Teknoloji,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpujAAC
0063100000fGlyaAAC,TurkeyOpp-1082,Banner,2016-04-01,2016-04-30,962.4,Zorlu PSM20164Zorlu PSM The GoalPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.4805,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpukAAC
0063100000fGlwyAAC,TurkeyOpp-1727,Banner,2016-02-10,2016-02-29,661.2,Vodafone20162Vodafone Agassi DisplayMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,3333,495.9,Externally Managed,Triggers,Spor,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG,Turkey_LR,a013100000fLpulAAC
0063100000fGlxeAAC,TurkeyOpp-628,Banner,2016-02-22,2016-02-29,478.4,Vodafone20162Vodafone Fillbox Wave 2DeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,2500,239.2,Externally Managed,Triggers,Dizi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpumAAC
0063100000fGlwWAAS,TurkeyOpp-1345,Banner,2016-02-12,2016-02-14,1050,Bimeks20162Bimeks Samsung Gears S2AdinteractionMEC,Net Cost (Calc Margin),MediaTrader,Adinteraction,3000,600,Externally Managed,Triggers,Alisveris,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1050,012i0000001EB0yAAG,Turkey_LR,a013100000fLpunAAC
0063100000fGlwbAAC,TurkeyOpp-931,Banner,2016-02-19,2016-02-22,1950,Bimeks20162Bimeks BiPara Faz2AdinteractionMEC,Net Cost (Calc Margin),MediaTrader,Adinteraction,6500,1300,Externally Managed,Triggers,Alisveris,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1950,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuoAAC
0063100000fGm7BAAS,TurkeyOpp-1154,Banner,2016-10-01,2016-10-30,9.6,Nike201610Nike Beautiful X EkimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,729.58,Externally Managed,Triggers,Spor,0.6,CPC,-74.9975,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpupAAC
0063100000fGm77AAC,TurkeyOpp-591,Banner,2016-10-01,2016-10-30,2958.4,Michelin201610Michelin Cross Climate Native EkimMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,15000,1479.2,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,6000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpurAAC
0063100000fGlxUAAS,TurkeyOpp-153,Banner,2016-03-01,2016-03-31,948.4,Burgan20163Burgan FX TradeGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,4545,521.62,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG,Turkey_LR,a013100000fLpusAAC
0063100000fGlx6AAC,TurkeyOpp-1741,Banner,2016-03-04,2016-03-07,350,Teknosa20163Teknosa Turuncu IndirimMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,193,Externally Managed,Triggers,Teknoloji,0.35,CPC,0.4486,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,350,012i0000001EB0yAAG,Turkey_LR,a013100000fLputAAC
0063100000fGlx2AAC,TurkeyOpp-612,Banner,2016-02-22,2016-02-29,1033.2,Vodafone20162Vodafone Falcon Loyalty VestelDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,2500,500,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5161,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuvAAC
0063100000fGm3bAAC,TurkeyOpp-1287,Banner,2016-06-01,2016-06-27,1028.4,Akbank20166Akbank Emeklilere Chip Para HaziranMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,514.2,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuwAAC
0063100000fGm6zAAC,TurkeyOpp-341,Banner,2016-10-01,2016-10-30,1472,MAC201610MAC EkimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,10000,729.58,Externally Managed,Triggers,Kadin,0.4,CPC,0.5044,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuyAAC
0063100000fGm4jAAC,TurkeyOpp-351,Banner,2016-07-13,2016-07-31,627,Shell20167WTS TemmuzAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,10000,260,Externally Managed,Triggers,RON,0.4,CPC,0.5853,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpuzAAC
0063100000fGlywAAC,TurkeyOpp-1297,Banner,2016-04-15,2016-04-30,998.8,Akbank20164Akbank Neo KartPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.3993,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv0AAC
0063100000fGlxZAAS,TurkeyOpp-1053,Banner,2016-02-25,2016-02-29,77.6,Vodafone20162Vodafone Big Bang Erkek & SporAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,2000,38.8,Externally Managed,Triggers,Erkek,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv1AAC
0063100000fGm2dAAC,TurkeyOpp-36,Banner,2016-05-01,2016-05-31,5231.6,Elca Kozmetik20165Clinique MayisPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,17500,2615.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,7000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv2AAC
0063100000fGm36AAC,TurkeyOpp-1892,Banner,2016-05-20,2016-05-31,4468.4,Vodafone20165Vodafone Red GladiatorsReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,10000,2000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5524,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv4AAC
0063100000fGm6vAAC,TurkeyOpp-108,Banner,2016-10-01,2016-10-30,2298,Lilly201610Lilly Diyabetim App CPC EkimReklamstoreMEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,2143,1500,Externally Managed,Triggers,Saglik,1,CPC,0.3473,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2142.86,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv6AAC
0063100000fGlyrAAC,TurkeyOpp-1284,Banner,2016-05-04,2016-05-05,1000,Akbank20165Akbank BKEAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,4000,800,Externally Managed,Triggers,Kadin,0.4,CPC,0.2,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv7AAC
0063100000fGlyhAAC,TurkeyOpp-1380,Banner,2016-04-04,2016-04-30,3549.6,Nike20164Nike VictoryMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,6250,2366.4,Externally Managed,Triggers,Kadin,0.6,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3750,012i0000001EB0yAAG,Turkey_LR,a013100000fLpv9AAC
0063100000fGPjvAAG,TurkeyOpp-1821,Banner,2016-05-06,2016-05-31,2892.6,Lufthansa20165Lufthansa BaselineAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,10000,87.93,Externally Managed,Triggers,Kadin,0.4,CPC,0.9696,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvAAAS
0063100000fGm3lAAC,TurkeyOpp-1309,Banner,2016-06-01,2016-06-30,484.8,Elca Kozmetik20166Estee Lauder HaziranAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,505,Externally Managed,Triggers,Kadin,0.4,CPC,-0.0417,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvBAAS
0063100000fGlyQAAS,TurkeyOpp-590,Banner,2016-03-04,2016-03-31,81.2,KKB20163KKB Ticari CekMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,2000,60.9,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvDAAS
0063100000fGm3cAAC,TurkeyOpp-350,Banner,2016-06-01,2016-06-27,508.4,Akbank20166Akbank Ihtiyac Kredisi HaziranMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,254.2,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvEAAS
0063100000fGm2sAAC,TurkeyOpp-453,Banner,2016-05-01,2016-05-31,8602.8,Michelin20165Michelin Cross ClimateReklamNativeMEC,Net Cost (Calc Margin),MediaTrader,ReklamNative,15000,3000,Externally Managed,Triggers,Kadin,0.4,CPC,0.6513,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,6000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvFAAS
0063100000fGm2TAAS,TurkeyOpp-1161,Banner,2016-05-10,2016-05-15,937.2,Vodafone20165Vodafone FZ Ankara KonserMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,468.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvGAAS
0063100000fGlw1AAC,TurkeyOpp-799,Banner,2016-01-01,2016-01-31,597.2,Elca Kozmetik20161Clinique OcakAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,4000,273.38,Externally Managed,Triggers,RTB,0.4,CPC,0.5422,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvKAAS
0063100000fGm8jAAC,TurkeyOpp-1995,Banner,2016-11-01,2016-11-30,-27819.6,EsteeLauder201611Estee Lauder KasimAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,0,Externally Managed,Triggers,Kadin,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvLAAS
0063100000fGm6KAAS,TurkeyOpp-391,Banner,2016-09-01,2016-09-30,1000,Shell20169Shell Rimula EylulMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvMAAS
0063100000fGlybAAC,TurkeyOpp-1451,Banner,2016-04-29,2016-04-30,53.6,Zorlu PSM20164Zorlu PSM World Anneler GunuDeskFiveMC,Net Cost (Calc Margin),MediaTrader,DeskFive,3333,26.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvNAAS
0063100000fGm3cAAC,TurkeyOpp-506,Banner,2016-06-01,2016-06-27,1354.4,Akbank20166Akbank Ihtiyac Kredisi HaziranAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,2000,400,Externally Managed,Triggers,Finans,0.4,CPC,0.7047,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvOAAS
0063100000fGm5wAAC,TurkeyOpp-1775,Banner,2016-09-01,2016-09-28,2799.2,Akbank20169Akbank Caz Blog Kampanyasi EylulReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,6500,1300,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5356,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvQAAS
0063100000fGm5mAAC,TurkeyOpp-505,Banner,2016-09-01,2016-09-20,1631,TAC20169Linens Raflari Bosaltiyoruz EylulMaxadMC,Net Cost (Calc Margin),MediaTrader,Maxad,2715,950,Externally Managed,Triggers,Tekstil,0.7,CPC,0.4175,From spreadsheet: Turkey LR - Campaign Data,Advertorial,Digital,1900.5,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvRAAS
0063100000fGlyrAAC,TurkeyOpp-1526,Banner,2016-05-04,2016-05-05,2005.6,Akbank20165Akbank BKEMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5014,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvSAAS
0063100000fGm36AAC,TurkeyOpp-291,Banner,2016-05-20,2016-05-31,1858.2,Vodafone20165Vodafone Red GladiatorsPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,12500,2500,Externally Managed,Triggers,Kadin,0.4,CPC,-0.3454,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,5000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvTAAS
0063100000fGm6mAAC,TurkeyOpp-1254,Banner,2016-10-01,2016-10-30,959.6,KKB201610KKB Kredi Notu EkimAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,0,123.62,Externally Managed,Triggers,Finans,0.4,CPC,0.8712,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvVAAS
0063100000fGlw0AAC,TurkeyOpp-507,Banner,2016-01-01,2016-01-31,1800,Elca Kozmetik20161Bobbi Brown OcakMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,4500,900,Externally Managed,Triggers,RON,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvWAAS
0063100000fGm2bAAC,TurkeyOpp-1490,Banner,2016-05-01,2016-05-31,1851.85,Elca Kozmetik20165Aveda MayisMaxadMS,Net Cost (Calc Margin),MediaTrader,Maxad,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.46,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvXAAS
0063100000fGlwWAAS,TurkeyOpp-744,Banner,2016-02-12,2016-02-14,1225,Bimeks20162Bimeks Samsung Gears S2DigitalMarcomMEC,Net Cost (Calc Margin),MediaTrader,DigitalMarcom,3500,700,Externally Managed,Triggers,Alisveris,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1225,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvYAAS
0063100000fGm82AAC,TurkeyOpp-885,Banner,2016-11-11,2016-11-17,1500,Saxo Capital201611Saxo Capital 17 Kasim Seminer Native KasimLigatusMX,Net Cost (Calc Margin),MediaTrader,Ligatus,1875,744.4,Externally Managed,Triggers,Finans,0.8,CPC,0.5037,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvZAAS
0063100000fGm6IAAS,TurkeyOpp-1153,Banner,2016-09-01,2016-09-30,7537.5,Ikea20169IKEA EylulAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,13000,2600,Externally Managed,Triggers,Finans,0.5,CPC,0.6551,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,6500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvaAAC
0063100000fGm4TAAS,TurkeyOpp-1867,Banner,2016-07-01,2016-07-31,6.4,Elca Kozmetik20167Clinique TemmuzTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,0,0,Externally Managed,Triggers,Kadin,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvcAAC
0063100000fGly2AAC,TurkeyOpp-661,Banner,2016-04-15,2016-04-18,750,Teknosa20164Teknosa Fransa Iletisim 15-18 NisanReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,2000,400,Externally Managed,Triggers,Kadin,0.4,CPC,0.4667,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpvdAAC
0063100000fGm7aAAC,TurkeyOpp-1760,Text (Temmuz),2016-10-01,2016-10-30,0,Clinique201610Clinique EkimGrapeshootMS,Net Cost (Calc Margin),MediaTrader,Grapeshoot,0,36.22,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpveAAC
