Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000fGm7CAAS,TurkeyLR:1225,Banner,2016-10-01,2016-10-30,1686,Nike201610Nike Football Training EkimMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,6667,843,Externally Managed,Triggers,Spor,0.6,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGlyxAAC,TurkeyLR:1458,Banner,2016-05-28,2016-05-05,538,Zorlu PSM20165Zorlu PSM The Goal MayisPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,1000,200,Externally Managed,Triggers,Kadin,0.4,CPC,0.6283,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,400,012i0000001EB0yAAG
0063100000fGm3uAAC,TurkeyLR:271,,2016-06-14,2016-06-30,1079.2,Akbank20166Akbank Neo Kart HaziranPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,4500,539.6,Externally Managed,Triggers,,0.4,CPM,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1800,012i0000001EB0yAAG
0063100000fGm4ZAAS,TurkeyLR:1108,Banner,2016-07-01,2016-07-31,0,Akbank20167Akbank Gurbetci Mevduat TemmuzSizmekMC,Net Cost (Calc Margin),MediaTrader,Sizmek,0,8.64,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Adserver,Digital,0,012i0000001EB0yAAG
0063100000fGm7oAAC,TurkeyLR:1481,Banner,2016-10-01,2016-10-30,2682.8,Renault201610Renault SUV Days EkimAffoceanMEC,Net Cost (Calc Margin),MediaTrader,Affocean,7500,1341.4,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,3000,012i0000001EB0yAAG
0063100000fGm2bAAC,TurkeyLR:1490,Banner,2016-05-01,2016-05-31,1851.85,Elca Kozmetik20165Aveda MayisMaxadMS,Net Cost (Calc Margin),MediaTrader,Maxad,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.46,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG
0063100000fGm6GAAS,TurkeyLR:210,Banner,2016-09-01,2016-09-30,49,Visa20169Visa PY EylulAppnexusMEC,Net Cost (Calc Margin),MediaTrader,Appnexus,3333,120.59,Externally Managed,Triggers,Finans,0.5,CPC,-1.461,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1666.67,012i0000001EB0yAAG
0063100000fGm8oAAC,TurkeyLR:888,Banner,2016-11-11,2016-11-30,831.2,Renault201611Renault Clio Standart KasimMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,5000,623.4,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm5BAAS,TurkeyLR:1836,Banner,2016-08-01,2016-08-30,1068.8,Akbank20168Akbank Ihtiyac Kredisi AgustosPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,953,Externally Managed,Triggers,Finans,0.4,CPC,0.1083,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGlyfAAC,TurkeyLR:191,Banner,2016-04-04,2016-04-30,901.2,Lufthansa20164Lufthansa Baseline NisanTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,4000,337.95,Externally Managed,Triggers,Kadin,0.4,CPC,0.625,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm4VAAS,TurkeyLR:325,Banner,2016-07-01,2016-07-31,471.6,Elca Kozmetik20167MAC TemmuzMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,608.6,Externally Managed,Triggers,Kadin,0.4,CPC,-0.2905,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm8AAAS,TurkeyLR:682,Banner,2016-11-24,2016-11-24,0,Vodafone201611Vodafone Ogretmenler Gunu KasimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,0,Externally Managed,Triggers,Kamu,0.5,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,500,012i0000001EB0yAAG
0063100000fGm4YAAS,TurkeyLR:831,Banner,2016-07-01,2016-07-31,0,Akbank20167Akbank BKE TemmuzSizmekMC,Net Cost (Calc Margin),MediaTrader,Sizmek,0,8.64,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Adserver,Digital,0,012i0000001EB0yAAG
0063100000fGm3RAAS,TurkeyLR:1688,Banner,2016-06-10,2016-06-19,2468.8,Huawei20166Huawei P9 Pre Order Standart HaziranReklamStoreMX,Net Cost (Calc Margin),MediaTrader,ReklamStore,6000,1200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5139,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGlyQAAS,TurkeyLR:458,Banner,2016-03-04,2016-03-31,622.4,KKB20163KKB Ticari CekAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,4000,311.2,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm7aAAC,TurkeyLR:956,Banner,2016-10-01,2016-10-30,2734,Clinique201610Clinique EkimPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,644.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.7642,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGm66AAC,TurkeyLR:1531,Banner,2016-09-01,2016-09-30,400,Dormia20169Dormia Lansman EylulLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,10000,1034.7,Externally Managed,Triggers,Genclik,0.3,CPC,-1.5868,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3000,012i0000001EB0yAAG
0063100000fGm68AAC,TurkeyLR:362,Banner,2016-09-22,2016-09-30,0,Mavi20169Mavi Lansman EylulBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,180.78,Externally Managed,Triggers,Teknoloji,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Adserver,Digital,0,012i0000001EB0yAAG
0063100000fGm7dAAC,TurkeyLR:374,Ekim Reporting,2016-10-01,2016-10-30,0,TFKB201610TFKB Esnafa Cifte Bayram Standart EkimBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,174.71,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG
0063100000fGm8XAAS,TurkeyLR:1094,Banner,2016-11-01,2016-11-30,10069.2,Aveda201611Aveda KasimLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,10000,2000,Externally Managed,Triggers,Kadin,0.4,CPC,0.8014,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,4000,012i0000001EB0yAAG
0063100000fGm8kAAC,TurkeyLR:1346,Banner,2016-11-01,2016-11-30,3229.2,Clinique201611Clinique KasimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,4000,800,Externally Managed,Triggers,Kadin,0.4,CPC,0.7523,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1600,012i0000001EB0yAAG
0063100000fGlw0AAC,TurkeyLR:1965,Banner,2016-01-01,2016-01-31,1902.85,Elca Kozmetik20161Bobbi Brown OcakReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5500,1100,Externally Managed,Triggers,Women,0.4,CPC,0.4219,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2200,012i0000001EB0yAAG
0063100000fGm6uAAC,TurkeyLR:579,Banner,2016-10-01,2016-10-30,1500,Cosmetica201610Cosmetica EkimReklamactionMX,Net Cost (Calc Margin),MediaTrader,Reklamaction,800,614.05,Externally Managed,Triggers,Finans,0.5,CPC,0.5906,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG
0063100000fGm5pAAC,TurkeyLR:723,Banner,2016-09-01,2016-09-25,1507,Vodafone20169Vodafone Red Budget Html5 EylulReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,3750,750,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5023,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1500,012i0000001EB0yAAG
0063100000fGm5nAAC,TurkeyLR:1558,Banner,2016-09-01,2016-09-24,3064,Nike20169Nike Roshe EylulAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,737.91,Externally Managed,Triggers,Teknoloji,0.6,CPC,0.7592,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG
0063100000fGm6PAAS,TurkeyLR:1764,Banner,2016-09-09,2016-09-30,2487.6,Vodafone20169Vodafone EBU Dominos EylulReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,1000,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.598,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm7AAAS,TurkeyLR:1245,Banner,2016-10-01,2016-10-30,1460.02,Nike201610Nike Bayram EkimMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,2500,147.8,Externally Managed,Triggers,Spor,0.6,CPC,0.8988,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1500,012i0000001EB0yAAG
0063100000fGlx1AAC,TurkeyLR:1861,Banner,2016-02-11,2016-02-29,1820.4,Vodafone20162Vodafone Dil Testi KadinPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,4500,900,Externally Managed,Triggers,Kadin,0.4,CPC,0.5056,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1800,012i0000001EB0yAAG
0063100000fGm3dAAC,TurkeyLR:559,Banner,2016-06-01,2016-06-30,1465.85,Elca Kozmetik20166Aveda Babalar GunuMaxadMS,Net Cost (Calc Margin),MediaTrader,Maxad,4035,807,Externally Managed,Triggers,Kadin,0.4,CPC,0.4495,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1614,012i0000001EB0yAAG
0063100000fGlxkAAC,TurkeyLR:1018,Banner,2016-03-17,2016-03-31,1129.2,Vodafone20163Vodafone Project Atina Buyback DisplayDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,6000,564.6,Externally Managed,Triggers,Cihaz,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGm2TAAS,TurkeyLR:1704,Banner,2016-05-10,2016-05-15,1681.6,Vodafone20165Vodafone FZ Ankara KonserPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,840.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGm8EAAS,TurkeyLR:621,Banner,2016-11-01,2016-11-27,2734,Vodafone201611Vodafone 52 Hafta KasimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,7000,1093.6,Externally Managed,Triggers,Teknoloji,0.5,CPC,0.6,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3500,012i0000001EB0yAAG
0063100000fGlyvAAC,TurkeyLR:1113,Banner,2016-03-02,2016-03-31,1992,Akbank20163Akbank Ihtiyac KredisiPopMarkerMC,Net Cost (Calc Margin),MediaTrader,PopMarker,6000,1200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.3976,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGlw3AAC,TurkeyLR:1159,Banner,2016-01-01,2016-01-31,1333.2,Elca Kozmetik20161Eye Shadow OcakLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,900,Externally Managed,Triggers,Women,0.4,CPC,0.3249,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1333.2,012i0000001EB0yAAG
0063100000fGlxRAAS,TurkeyLR:1418,Banner,2016-03-11,2016-03-31,400,Zorlu PSM20163Zorlu PSM Digital RevolutionMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG
0063100000fGm4YAAS,TurkeyLR:1578,Banner,2016-07-01,2016-07-31,34.8,Akbank20167Akbank BKE TemmuzAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,9000,26.56,Externally Managed,Triggers,Finans,0.4,CPC,0.2368,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3600,012i0000001EB0yAAG
0063100000fGm7HAAS,TurkeyLR:30,Text (Temmuz),2016-10-01,2016-10-30,0,Vodafone201610Vodafone 52 Hafta Insaat Sektoru Hedefli EkimGrapeshootMS,Net Cost (Calc Margin),MediaTrader,Grapeshoot,0,36.22,Externally Managed,Triggers,Iletisim,0.6,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,0,012i0000001EB0yAAG
0063100000fGm4bAAC,TurkeyLR:1420,Banner,2016-07-01,2016-07-31,960.8,Akbank20167Akbank MTV TemmuzMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,480.4,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm5vAAC,TurkeyLR:1738,Banner,2016-09-01,2016-09-28,2056,Akbank20169Akbank Casecampus EylulReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,7500,1500,Externally Managed,Triggers,Ekonomi,0.5,CPC,0.2704,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3750,012i0000001EB0yAAG
0063100000fGlyvAAC,TurkeyLR:1952,Banner,2016-04-01,2016-04-30,1780.4,Akbank20164Akbank Ihtiyac KredisiAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,4000,644,Externally Managed,Triggers,Kadin,0.4,CPC,0.6383,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1600,012i0000001EB0yAAG
0063100000fGlyvAAC,TurkeyLR:165,Banner,2016-05-02,2016-05-05,1207.2,Akbank20165Akbank Ihtiyac KredisiMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.503,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm5PAAS,TurkeyLR:230,Banner,2016-08-01,2016-08-30,1881,Nike20168Nike GS Forma Launch AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,1000,486.36,Externally Managed,Triggers,Spor,0.6,CPC,0.7414,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,600,012i0000001EB0yAAG
0063100000fGly1AAC,TurkeyLR:354,Banner,2016-04-01,2016-04-17,656.5,RedBull20164Anadolu Break AnkaraLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,393.9,Externally Managed,Triggers,Kadin,0.5,CPC,0.4,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1666.67,012i0000001EB0yAAG
0063100000fGm6UAAS,TurkeyLR:447,Banner,2016-09-07,2016-09-30,0,Vodafone20169Vodafone Red Roaming Always On EylulBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,180.78,Externally Managed,Triggers,Teknoloji,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Adserver,Digital,0,012i0000001EB0yAAG
0063100000fGly0AAC,TurkeyLR:1926,Banner,2016-04-12,2016-04-15,824.5,TFKB20164Akilli Hesap NisanAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,3000,145.82,Externally Managed,Triggers,Kadin,0.5,CPC,0.8231,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1500,012i0000001EB0yAAG
0063100000fGm2sAAC,TurkeyLR:453,Banner,2016-05-01,2016-05-31,8602.8,Michelin20165Michelin Cross ClimateReklamNativeMEC,Net Cost (Calc Margin),MediaTrader,ReklamNative,15000,3000,Externally Managed,Triggers,Kadin,0.4,CPC,0.6513,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,6000,012i0000001EB0yAAG
0063100000fGm6NAAS,TurkeyLR:867,Banner,2016-09-09,2016-09-30,8874.4,Vodafone20169Vodafone Adaptive Tariff Mobil EylulAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,10000,2500,Externally Managed,Triggers,Teknoloji,0.8,CPC,0.7183,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,8000,012i0000001EB0yAAG
0063100000fGm6yAAC,TurkeyLR:1203,Banner,2016-10-01,2016-10-30,2000,Aveda201610Aveda EkimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm3kAAC,TurkeyLR:1633,Banner,2016-06-01,2016-06-30,1032.4,Elca Kozmetik20166Clinique New Buyers FocusPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,4000,516.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm5QAAS,TurkeyLR:1929,Banner,2016-08-01,2016-08-30,6395.4,Nike20168Nike RIO Olympics AgustosLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,25000,4263.6,Externally Managed,Triggers,Spor,0.45,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,11250,012i0000001EB0yAAG
0063100000fGlynAAC,TurkeyLR:39,Banner,2016-04-13,2016-04-30,24.8,Vodafone20164Vodafone TabletAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,27.85,Externally Managed,Triggers,Kadin,0.4,CPC,-0.123,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG
0063100000fGlySAAS,TurkeyLR:670,Banner,2016-03-03,2016-03-31,295.2,Saxo Capital20163Saxo Capital Stock PriceTurkTicaretMX,Net Cost (Calc Margin),MediaTrader,TurkTicaret,3429,1187,Externally Managed,Triggers,Ekonomi,0.8,CPC,-3.021,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2742.86,012i0000001EB0yAAG
0063100000fGm4dAAC,TurkeyLR:1224,Banner,2016-07-01,2016-07-31,2685.4,Zorlu PSM20167Zorlu Bir Hayal Bir Oyun TemmuzMaxadMC,Net Cost (Calc Margin),MediaTrader,Maxad,4000,1400,Externally Managed,Triggers,RON,0.4,CPC,0.4787,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1600,012i0000001EB0yAAG
0063100000fGlyEAAS,TurkeyLR:1655,Banner,2016-04-01,2016-04-30,2089.2,Elca Kozmetik20164Clinique Moisture SurgeAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5213,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlx2AAC,TurkeyLR:1811,Banner,2016-02-22,2016-02-29,1453.6,Vodafone20162Vodafone Falcon Loyalty VestelAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,3000,600,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5872,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm8MAAS,TurkeyLR:1884,Banner,2016-11-21,2016-11-28,780,Vodafone201611Vodafone Freezone Konserler Istanbul KasimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,6000,304.4,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.6097,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGm58AAC,TurkeyLR:1529,Banner,2016-08-01,2016-08-30,503.6,Teknosa20168Teknosa Turuncu Indirim 19-22 AgustosMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500,251.8,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,600,012i0000001EB0yAAG
0063100000fGm7oAAC,TurkeyLR:1702,Banner,2016-10-01,2016-10-30,0,Renault201610Renault SUV Days EkimAppnexusMEC,Net Cost (Calc Margin),MediaTrader,Appnexus,0,729.58,Externally Managed,Triggers,Otomotiv,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,0,012i0000001EB0yAAG
0063100000fGm4gAAC,TurkeyLR:884,Banner,2016-07-01,2016-07-31,3227.6,Michelin20167Michelin Offmarket Native TemmuzLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,8333,555,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.828,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3333.33,012i0000001EB0yAAG
0063100000fGm45AAC,TurkeyLR:1106,Banner,2016-06-20,2016-06-30,5482.8,Michelin20166Michelin Prepurchase Native HaziranReklamNativeMEC,Net Cost (Calc Margin),MediaTrader,ReklamNative,9500,1900,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.6535,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3800,012i0000001EB0yAAG
0063100000fGm8ZAAS,TurkeyLR:1478,Banner,2016-11-01,2016-11-30,1211.6,MAC201611MAC KasimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.5873,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG
0063100000fGlxXAAS,TurkeyLR:1483,Banner,2016-03-12,2016-03-31,1818.18,IBM20163IBM Cloud Webcast 2GoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,4545,1000,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG
0063100000fGlxSAAS,TurkeyLR:1588,Banner,2016-03-01,2016-03-31,-68,Zorlu PSM20163Zorlu PSM Slava's Snow ShowMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1883,376.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,6.5382,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,753.2,012i0000001EB0yAAG
0063100000fGm5JAAS,TurkeyLR:1956,Banner,2016-08-01,2016-08-30,1179,Lufthansa20168Lufthansa AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,8000,0,Externally Managed,Triggers,Seyahat,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3200,012i0000001EB0yAAG
0063100000fGm5hAAC,TurkeyLR:533,Banner,2016-08-04,2016-08-31,69.2,Vodafone20168Vodafone Tolkien Gandalf AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,6000,29.28,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5769,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2400,012i0000001EB0yAAG
0063100000fGlymAAC,TurkeyLR:650,Banner,2016-04-11,2016-04-30,1942.4,Vodafone20164Vodafone Red BeymenMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,971.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm8hAAC,TurkeyLR:1681,Banner,2016-11-20,2016-11-30,1200,Vodafone201611Vodafone Avantajli Dukkan Faz2 Standart KasimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,0,Externally Managed,Triggers,Teknoloji,0.6,CPC,1,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG
0063100000fGm3lAAC,TurkeyLR:1823,Banner,2016-06-01,2016-06-30,194.85,Elca Kozmetik20166Estee Lauder HaziranAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,12500,2500,Externally Managed,Triggers,Kadin,0.4,CPC,-11.8304,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,5000,012i0000001EB0yAAG
0063100000fGm5wAAC,TurkeyLR:1143,Banner,2016-09-01,2016-09-28,2000,Akbank20169Akbank Caz Blog Kampanyasi EylulPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGm3YAAS,TurkeyLR:1561,Mobile Banner,2016-06-01,2016-06-20,2711,Vodafone20166Vodafone Spotify CTBMoveMS,Net Cost (Calc Margin),MediaTrader,Move,5000,1300,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5205,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm4VAAS,TurkeyLR:1979,Banner,2016-07-01,2016-07-31,4623.2,Elca Kozmetik20167MAC TemmuzPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,12500,2311.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,5000,012i0000001EB0yAAG
0063100000fGm8lAAC,TurkeyLR:626,Banner,2016-11-11,2016-11-30,8000,Huawei201611Huawei Y&II KasimMedyanetMX,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,0,Externally Managed,Triggers,Finans,0.8,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,800,012i0000001EB0yAAG
0063100000fGlyiAAC,TurkeyLR:1257,Banner,2016-04-21,2016-04-30,1657.8,Shell20164Shell Rimula 2016GoClickMC,Net Cost (Calc Margin),MediaTrader,GoClick,3636,402.82,Externally Managed,Triggers,Kadin,0.45,CPC,0.757,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1636.2,012i0000001EB0yAAG
0063100000fGlxaAAC,TurkeyLR:580,Banner,2016-03-03,2016-03-31,1513.2,Vodafone20163Vodafone Big Bang Kultur & SanatGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,3636,800,Externally Managed,Triggers,Kadin,0.4,CPC,0.4713,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1454.55,012i0000001EB0yAAG
