Opportunity__c,External_Id__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c
006630000042dGkAAI,-2027555977,Xaxis Tv,5/6/2016,5/31/2016,9000,Dacia0516_Rich_Media_Preroll_Crep_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Crep Digital,225000,9644.72,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.4168,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZGAAY,806319037,Xaxis Display Plus,2/29/2016,2/29/2016,0,Hopi0216_Sevgililer_Gunu_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,300000,0,Externally Managed,Triggers,Selected Sites,0,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYsAAI,-1982824949,Xaxis Display Plus,2/10/2016,2/25/2016,800,Vodafone0216_Jumper_Akil_Kupu_Reklamstore_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,1000000,801.05,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.5631,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXzAAI,-1315051500,Xaxis SYNC,1/15/2016,1/31/2016,19512,Bayer0116_Supradyn_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,325200,19512,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.35,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042baDAAQ,-175098792,Xaxis Display Plus,3/1/2016,3/30/2016,1000,Bimsa0316_Imaj_Kampanyasi_Reklamstore_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.83,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baCAAQ,-203379369,Xaxis Display Plus,3/8/2016,3/28/2016,2400,Vodafone0316_Project_Keops_Reklamstore_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,3000000,784.69,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.5625,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baAAAQ,-1730737769,Xaxis Rich Media,3/18/2016,3/27/2016,9,Bimeks0316_Samsung_S7_Memuruz_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Memuruz,2000,120,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baEAAQ,1835833047,Xaxis Display Plus,3/18/2016,3/30/2016,1500,Akbank0316_Axess_Akaryakit_Bond_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,1500000,1189,Externally Managed,Triggers,Selected Sites,1,cpm,0.3692,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYXAAY,1585750294,Xaxis Rich Media,2/3/2016,2/4/2016,1125,Bimeks0216_Binlerce_Urun_%5_Bipara_Digitalm_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,250000,1125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdWAAQ,-676363428,Xaxis Display Plus,4/2/2016,4/17/2016,2400,Redbull0416_AnadoluBreak_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1500000,2378.02,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfLAAQ,1547650421,Xaxis Display Plus,5/1/2016,5/15/2016,650,Lassa0516_Satis_Kampanyasi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,645.45,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.8452,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfLAAQ,276985223,Xaxis Display Plus,5/1/2016,5/15/2016,1300,Lassa0516_Satis_Kampanyasi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1000,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cd7AAA,-217827950,Xaxis Rich Media,3/29/2016,3/30/2016,1062.5,Bridgestone0316_Imaj_Kampanyasi_Medyanet_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,570.6,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8876,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bXKAAY,1013571941,Xaxis Display Plus,1/1/2016,1/7/2016,468,ElcaKozmetik0116_Michael_Kors_interest_Nokta_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,360000,471.7,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9237,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXIAAY,-1252352088,Xaxis Rich Media,1/1/2016,1/1/2016,1275,HesKablo_0116_Ocak_interstitial_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,300000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYiAAI,1539266798,Xaxis Display Plus,2/9/2016,2/14/2016,400,Altinbas0216_Sevgililer_Gunu_Nokta_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,500000,405.95,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.8768,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bY2AAI,1783128329,Xaxis Tv,1/19/2016,1/31/2016,1650,Danone0116_Bebelac_Gold_Superiorty_Preroll_Vidyoda_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Vidyoda,50000,1477,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6615,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYeAAI,1317474158,Xaxis Display Plus,2/8/2016,2/14/2016,100,Akbank0216_Sevgililer_Gunu_Clickvol_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,100000,100,Externally Managed,Triggers,Selected Sites,1,cpm,0.8395,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baJAAQ,-1260942831,Xaxis Display Plus,3/1/2016,3/30/2016,800,Burgan0316_Fx_Commedya_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Commedya,500000,800,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXRAAY,-37017181,Xaxis Rich Media,1/15/2016,1/17/2016,1800,Bimeks0116_Kdv_Bi_Para_Interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,400000,1800,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZJAAY,1210298941,Xaxis Display Plus,2/5/2016,2/29/2016,375,Pandora0216_Sevgililer_Gunu_Nokta_Interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,250000,161.22,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.9333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceNAAQ,-1890672235,Xaxis Rich Media,4/6/2016,4/30/2016,4250,IKEA0416_Bahar_Yaz_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,1000000,4250,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baQAAQ,-1390589372,Xaxis Audio Recog,3/11/2016,3/30/2016,6900,Bayer0316_Supradyn_DigitalMarcom_AudioRecognation_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,115000,6900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdRAAQ,407510060,Xaxis Lookalike,4/6/2016,4/14/2016,280,Avon0416_Nutra_LAL_Bond_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,200000,280.24,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.6432,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYXAAY,-1243749116,Xaxis Rich Media,2/3/2016,2/4/2016,675,Bimeks0216_Binlerce_Urun_%5_Bipara_Bond_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,150000,500,Externally Managed,Triggers,Interstitial,4.5,cpm,0.325,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZaAAI,-1040399689,Xaxis Display Plus,2/25/2016,2/29/2016,1600,Vodafone0216_Big_Bang_Digitalm_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,1200,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cddAAA,868394943,Xaxis Rich Media,4/1/2016,4/20/2016,2125,Torku0416_Seker_Ciftlik_Sut_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYPAAY,1568512880,Xaxis Rich Media,1/18/2016,1/31/2016,900,Bimeks0116_Dell_Notebook_Intersitital_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,200000,925,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4595,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYBAAY,1991140763,Xaxis Tv,1/1/2016,1/31/2016,3300,GSK0116_Sensodyne_Hypernova_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,100000,2082.5,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYBAAY,1020035226,Xaxis Tv,1/1/2016,1/31/2016,2310,GSK0116_Sensodyne_Hypernova_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,70000,2316.53,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6374,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfRAAQ,807830590,Xaxis Display Plus,5/1/2016,5/20/2016,2400,Vodafone0516_Samsung_Heroes_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,3000000,1410.42,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baUAAQ,-1701246981,Xaxis Tv,3/7/2016,3/30/2016,4500,Lactamil0316_Emziren_Anneler_Digitalmarcom_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,150000,3023,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,-0.7547,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bXVAAY,-92669618,Xaxis Seeding,1/1/2016,1/18/2016,18,KFC0116_Dips_Seeding_Clipcit_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,30000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.6,cpc,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cddAAA,-1263757207,Xaxis Rich Media,4/1/2016,4/20/2016,2337.5,Torku0416_Seker_Ciftlik_Sut_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,550000,2025,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8642,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYAAAY,-141746033,Xaxis Display Plus,1/14/2016,1/31/2016,5,GSK0116_Sensodyne_Hypernova_Faz2_interest_Ligatus_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,5000,0,Externally Managed,Triggers,Selected Sites,1,cpc,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceaAAA,654772578,Xaxis Rich Media,4/15/2016,4/30/2016,3400,Vestel0416_Ultra_Ince_Lcd_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,800000,3400,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ba8AAA,976614330,Xaxis Tv,3/1/2016,3/27/2016,1600,Dogus0316_Glamour_Nokta_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,40000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdWAAQ,38505166,Xaxis Display Plus,4/2/2016,4/17/2016,2080,Redbull0416_AnadoluBreak_interest_Reklamstore_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,1300000,1440.67,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8938,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceAAAQ,2147133726,Xaxis Display Plus,4/28/2016,4/30/2016,1000,Zorlu0416_Anneler_Gunu_interest_Mynet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfQAAQ,-1570466832,Xaxis Rich Media,5/1/2016,5/20/2016,800,Vodafone0516_Kibele_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,800,Externally Managed,Triggers,Interstitial,0.8,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cf1AAA,-664683489,Xaxis Display Plus,5/1/2016,5/7/2016,480,Altinbas0516_Anneler_Gunu_interest_Adintereaction_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adinteraction,600000,926.81,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.9029,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZUAAY,-1990270253,Xaxis Display Plus,2/1/2016,2/29/2016,8,Arzum0216_Face_Cleasing_Pro_Clickvol_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,5000,1.21,Externally Managed,Triggers,Selected Sites,1.6,cpc,-123.6697,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZJAAY,-2128061973,Xaxis Display Plus,2/5/2016,2/29/2016,1875,Pandora0216_Sevgililer_Gunu_Medyanet_Interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1250000,1334.88,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.9333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cd3AAA,-730351790,Xaxis Tv,3/11/2016,3/30/2016,660,GSK0316_Parodontax_Matrouge_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,20000,660,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3939,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYTAAY,-1280591068,Xaxis Rich Media,1/7/2016,1/31/2016,1280,LAV0116_Ocak_Interstitial_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,320000,1285,Externally Managed,Triggers,Interstitial,4,cpm,0.3774,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceMAAQ,251158809,Xaxis Rich Media,4/1/2016,4/30/2016,2125,Ikea0416_B2B_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,500000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdaAAA,-1928617411,Xaxis Tv,4/1/2016,4/18/2016,1650,Arzum0416_50.Yil_preroll_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,50000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ceEAAQ,-2061367281,Xaxis SYNC,4/1/2016,4/30/2016,15000,Danone0416_Hayat_Su_SYNC_Clipkit_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,250000,12863,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3942,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGlAAI,1489848734,Xaxis Display Plus,5/5/2016,5/31/2016,2700,Renault0516_LCV_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1500000,2699.3,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8889,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baJAAQ,1774391021,Xaxis Display Plus,3/1/2016,3/30/2016,8,Burgan0316_Fx_Ligatus_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,5000,800,Externally Managed,Triggers,Selected Sites,1.6,cpc,-1.2038,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZcAAI,-735555778,Xaxis Display Plus,2/10/2016,2/29/2016,800,Vodafone0216_Project_Agassi_Reklamstore_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,1000000,800.8,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.5629,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdYAAQ,1512448784,Xaxis Rich Media,4/14/2016,4/18/2016,531.25,Teknosa0416_Turuncu_Indirim_Faz2_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,125000,531.25,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cepAAA,1891075489,Xaxis Rich Media,4/29/2016,5/2/2016,1350,Bimeks0416_En_Son_Nolur_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,300000,450,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042dGNAAY,-192796046,Xaxis Mobil,5/1/2016,5/31/2016,6375,Shell0516_Helix_Mobile_Rich_Media_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,850000,4858,Externally Managed,Triggers,Selected Sites,7.5,cpm,0.5626,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cg0AAA,-1513497387,Xaxis Display Plus,5/23/2016,5/31/2016,600,Kaplankaya0516_interest_Hurriyetemlak_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Hurriyetemlak,300000,708.33,Externally Managed,Triggers,Selected Sites,2,cpm,0.9365,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bY7AAI,1477907258,Xaxis Tv,1/15/2016,1/31/2016,3630,GSK0116_Panaheat_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,110000,2232.15,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bY7AAI,309720635,Xaxis Tv,1/15/2016,1/31/2016,1683,GSK0116_Panaheat_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,51000,1068.58,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.4273,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYWAAY,-139592898,Xaxis Display Plus,2/1/2016,2/1/2016,1600,Vodafone_Yazar_Kasa_interest_Adinteraction_OcakKalan_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adinteraction,2000000,0,Externally Managed,Triggers,Selected Sites,0.8,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYZAAY,1103417164,Xaxis Rich Media,2/1/2016,2/7/2016,1062.5,Ikea0216_Somestr_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,250000,1065.14,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4132,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042dGTAAY,-34172276,Xaxis Tv,5/6/2016,5/31/2016,5940,Shell0516_Wts_Preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,180000,3078.34,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7536,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGTAAY,-422981492,Xaxis Tv,5/6/2016,5/31/2016,4950,Shell0516_Wts_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,150000,4966.53,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6376,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGTAAY,-1398065779,Xaxis Tv,5/6/2016,5/31/2016,4290,Shell0516_Wts_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,130000,4454.6,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7082,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZJAAY,-1633146361,Xaxis Display Plus,2/5/2016,2/29/2016,375,Pandora0216_Sevgililer_Gunu_clickvol_Interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,250000,1400,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.9908,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cesAAA,-828419580,Xaxis Tv,4/29/2016,5/1/2016,660,Arzum0416_Anneler_Gunu_Preroll_Sem_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,20000,762.43,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.4754,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfDAAQ,1015944640,Xaxis Display Plus,5/1/2016,5/15/2016,1000,Akbank0516_BP_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.8031,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGkAAI,886398589,Xaxis Tv,5/6/2016,5/31/2016,3640,Dacia0516_Rich_Media_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,91000,3680.24,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8764,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYuAAI,-912382808,Xaxis Display Plus,2/16/2016,2/26/2016,500,Bayer0216_Bepanthol_Nokta_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,500000,500.63,Externally Managed,Triggers,Selected Sites,1,cpm,0.9001,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baQAAQ,-1432714740,Xaxis Audio Recog,3/11/2016,3/30/2016,1200,Bayer0316_Supradyn_Acunn_AudioRecognation_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,20000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
