Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000emtKlAAI,TurkeyOpp-1281,Xaxis Rich Media,2016-03-18,2016-03-27,1126.03,Bimeks0316_Samsung_S7_Medyanet_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1125,012i0000001EB0yAAG
0063100000emtKlAAI,TurkeyOpp-883,Xaxis Rich Media,2016-03-18,2016-03-27,1627,Bimeks0316_Samsung_S7_Acunn_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1800,012i0000001EB0yAAG
0063100000emtKlAAI,TurkeyOpp-113,Xaxis Rich Media,2016-03-18,2016-03-27,120,Bimeks0316_Samsung_S7_Memuruz_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Memuruz,2000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,9,012i0000001EB0yAAG
0063100000emtKlAAI,TurkeyOpp-1091,Xaxis Rich Media,2016-03-18,2016-03-27,1127.86,Bimeks0316_Samsung_S7_Bond_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,250000,625,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4459,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1125,012i0000001EB0yAAG
0063100000emtM5AAI,TurkeyOpp-1721,Xaxis Rich Media,2016-04-20,2016-04-23,1200,Bimeks0416_%23Bipara_Faz2_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8958,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1125,012i0000001EB0yAAG
0063100000emtM5AAI,TurkeyOpp-1877,Xaxis Rich Media,2016-04-20,2016-04-23,900,Bimeks0416_%23Bipara_Faz2_interstitial_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,500,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000emtM5AAI,TurkeyOpp-1611,Xaxis Rich Media,2016-04-20,2016-04-23,900,Bimeks0416_%23Bipara_Faz2_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,500,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000emtM1AAI,TurkeyOpp-305,Xaxis Rich Media,2016-04-14,2016-04-18,450,Bimeks0416_%23Bipara_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,250,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,450,012i0000001EB0yAAG
0063100000emtM1AAI,TurkeyOpp-2207,Xaxis Rich Media,2016-04-14,2016-04-18,450,Bimeks0416_%23Bipara_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,150,Externally Managed,Triggers,Interstitial,4.5,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,450,012i0000001EB0yAAG
0063100000emtM1AAI,TurkeyOpp-2220,Xaxis Rich Media,2016-04-14,2016-04-18,1100,Bimeks0416_%23Bipara_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,240000,120,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8909,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1080,012i0000001EB0yAAG
0063100000emtNEAAY,TurkeyOpp-503,Xaxis Rich Media,2016-04-29,2016-05-02,450,Bimeks0416_En_Son_Nolur_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1350,012i0000001EB0yAAG
0063100000emtNEAAY,TurkeyOpp-1977,Xaxis Rich Media,2016-04-29,2016-05-02,1450,Bimeks0416_En_Son_Nolur_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000emtNEAAY,TurkeyOpp-658,Xaxis Rich Media,2016-04-29,2016-05-02,1100,Bimeks0416_En_Son_Nolur_interstitial_BOnd_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,160000,400,Externally Managed,Triggers,Interstitial,4.5,cpm,0.6364,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,720,012i0000001EB0yAAG
0063100000emtNWAAY,TurkeyOpp-63,TV Sync,2016-05-04,2016-05-08,6600,Bimeks0516_Anneler_Gunu_SYNC_Clipkit_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,110000,4070,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3833,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6600,012i0000001EB0yAAG
0063100000emtNWAAY,TurkeyOpp-2211,TV Sync,2016-05-04,2016-05-08,400,Bimeks0516_Anneler_Gunu_SYNC_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,75000,375,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.0625,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4500,012i0000001EB0yAAG
0063100000emtO8AAI,TurkeyOpp-1463,Xaxis Rich Media,2016-05-27,2016-05-30,750,Bimeks0516_Kdv_Kadar_Bipara_interstitial_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,166666,415.07,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4466,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,750,012i0000001EB0yAAG
0063100000emtO8AAI,TurkeyOpp-2525,Xaxis Rich Media,2016-05-27,2016-05-30,1350,Bimeks0516_Kdv_Kadar_Bipara_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,150,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1350,012i0000001EB0yAAG
0063100000emtO8AAI,TurkeyOpp-1620,Xaxis Rich Media,2016-05-27,2016-05-30,900,Bimeks0516_Kdv_Kadar_Bipara_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,500,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000emtQVAAY,TurkeyOpp-144,Xaxis Rich Media,2016-06-15,2016-06-30,600,Bimeks0616_KDV_Kadar_Bipara_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,144444,334.61,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4423,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,650,012i0000001EB0yAAG
0063100000emtQVAAY,TurkeyOpp-1298,Xaxis Rich Media,2016-06-15,2016-06-30,1400,Bimeks0616_KDV_Kadar_Bipara_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,150,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8929,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1350,012i0000001EB0yAAG
0063100000emtPRAAY,TurkeyOpp-557,Xaxis TV,2016-06-18,2016-06-19,2702.67,Bimeks0616_Onbinlerce_Urunde_%10Kadar_Bi_Para_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,40000,200,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.926,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1320,012i0000001EB0yAAG
0063100000emtPIAAY,TurkeyOpp-1513,Xaxis TV,2016-06-10,2016-06-13,1000,Bimeks0616_Onbinlerce_Urunde_Kdv_Kadar_Bi_Para_preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,30000,450,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.55,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000emtPIAAY,TurkeyOpp-1774,Xaxis TV,2016-06-10,2016-06-13,1000,Bimeks0616_Onbinlerce_Urunde_Kdv_Kadar_Bi_Para_preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,30000,150,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.85,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000emtPNAAY,TurkeyOpp-1331,Xaxis Rich Media,2016-06-16,2016-06-17,226.38,Bimeks0616_Onbinlerce_Urune_%10Kadar_Bi_Para_interstitial_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,167.93,Externally Managed,Triggers,Interstitial,4.25,cpm,0.2582,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000emtPNAAY,TurkeyOpp-2272,Xaxis Rich Media,2016-06-16,2016-06-17,1200,Bimeks0616_Onbinlerce_Urune_%10Kadar_Bi_Para_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,150,Externally Managed,Triggers,Interstitial,4.25,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000emtPNAAY,TurkeyOpp-995,Xaxis Rich Media,2016-06-16,2016-06-17,1000,Bimeks0616_Onbinlerce_Urune_%10Kadar_Bi_Para_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,166666,416.67,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5833,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,708.33,012i0000001EB0yAAG
0063100000emtKoAAI,TurkeyOpp-1522,Xaxis Display Plus,2016-03-01,2016-03-30,1000,Bimsa0316_Imaj_Kampanyasi_Adhood_interest_MC,Net Cost (Calc Margin),MediaTrader,Adhood,1000000,150,Externally Managed,Triggers,Selected Sites,1,cpm,0.85,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtKoAAI,TurkeyOpp-313,Xaxis Display Plus,2016-03-01,2016-03-30,1000,Bimsa0316_Imaj_Kampanyasi_Reklamstore_interest_MC,Net Cost (Calc Margin),MediaTrader,Reklamstore,1000000,170,Externally Managed,Triggers,Selected Sites,1,cpm,0.83,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtKoAAI,TurkeyOpp-2182,Xaxis Display Plus,2016-03-01,2016-03-30,1000,Bimsa0316_Imaj_Kampanyasi_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,300,Externally Managed,Triggers,Selected Sites,1,cpm,0.7,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtKoAAI,TurkeyOpp-11,Xaxis Display Plus,2016-03-01,2016-03-30,1000,Bimsa0316_Imaj_Kampanyasi_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtMIAAY,TurkeyOpp-1634,Xaxis Display Plus,2016-04-04,2016-04-30,869,Bimsa0416_Imaj_Kampanyasi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,296.99,Externally Managed,Triggers,Selected Sites,1,cpm,0.6582,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtMIAAY,TurkeyOpp-2354,Xaxis Display Plus,2016-04-04,2016-04-30,1000.32,Bimsa0416_Imaj_Kampanyasi_interest_Reklamstore_MC,Net Cost (Calc Margin),MediaTrader,Reklamstore,1000000,170,Externally Managed,Triggers,Selected Sites,1,cpm,0.8301,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtMIAAY,TurkeyOpp-225,Xaxis Display Plus,2016-04-04,2016-04-30,26.61,Bimsa0416_Imaj_Kampanyasi_interest_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,120000,27,Externally Managed,Triggers,Selected Sites,1,cpm,-0.0147,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,120,012i0000001EB0yAAG
0063100000emtMIAAY,TurkeyOpp-460,Xaxis Display Plus,2016-04-04,2016-04-30,1002.75,Bimsa0416_Imaj_Kampanyasi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1,cpm,0.9003,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtMIAAY,TurkeyOpp-2419,Xaxis Display Plus,2016-04-04,2016-04-30,1101.74,Bimsa0416_Imaj_Kampanyasi_interest_Adhood_MC,Net Cost (Calc Margin),MediaTrader,Adhood,1000000,150,Externally Managed,Triggers,Selected Sites,1,cpm,0.8639,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000fGH3wAAG,TurkeyOpp-2079,Xaxis Display Plus,2016-05-01,2016-05-31,0,Bimsa0516_imaj_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtJdAAI,TurkeyOpp-310,Xaxis TV,2016-02-16,2016-02-29,1200,Biscolata0216_Pia_Acunn_Preroll_ONE,Net Cost (Calc Margin),MediaTrader,Acunn,40000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.9,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1200,012i0000001EB0yAAG
0063100000emtJdAAI,TurkeyOpp-1113,Xaxis TV,2016-02-16,2016-02-29,900,Biscolata0216_Pia_Midyo_Preroll_ONE,Net Cost (Calc Margin),MediaTrader,Midyo,30000,150,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.8333,From spreadsheet: Turkey | Campaign Data,Online Video,Video,900,012i0000001EB0yAAG
0063100000emtKdAAI,TurkeyOpp-2459,Xaxis TV,2016-03-01,2016-03-20,300,Biscolata0316_solen_acunn_video_MC,Net Cost (Calc Margin),MediaTrader,Acunn,10000,0,Externally Managed,Triggers,Selected Sites,0.03,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,300,012i0000001EB0yAAG
0063100000emtSyAAI,TurkeyOpp-1055,Xaxis Display Plus,2016-09-22,2016-09-30,450,BobbiBrown0916_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,150000,75,Externally Managed,Triggers,Selected Sites,3,cpm,0.8333,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,450,012i0000001EB0yAAG
0063100000emtSyAAI,TurkeyOpp-1416,Xaxis Display Plus,2016-09-22,2016-09-30,495.64,BobbiBrown0916_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,150000,30,Externally Managed,Triggers,Selected Sites,3,cpm,0.9395,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,450,012i0000001EB0yAAG
0063100000emtSzAAI,TurkeyOpp-504,Xaxis Display Plus,2016-09-22,2016-09-30,1264.33,BobbiBrown0916_Pin_Overlay_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,Popmarker,360000,360,Externally Managed,Triggers,Selected Sites,3.5,cpm,0.7153,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1260,012i0000001EB0yAAG
0063100000emtT0AAI,TurkeyOpp-87,Xaxis Rich Media,2016-09-24,2016-09-30,818.18,BobbiBrown0916_Retouching_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,200000,227.27,Externally Managed,Triggers,Interstitial,4.5,cpm,0.7222,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000emtT0AAI,TurkeyOpp-339,Xaxis Rich Media,2016-09-24,2016-09-30,900.25,BobbiBrown0916_Retouching_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,200000,100,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000emtT1AAI,TurkeyOpp-1858,Xaxis Mobile,2016-09-27,2016-09-30,2000,BobbiBrown0916_Retouching_Mobil_Rich_Media_Move_MS,Net Cost (Calc Margin),MediaTrader,Move,200000,800,Externally Managed,Triggers,Interstitial,10,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Interstitial,Mobile,2000,012i0000001EB0yAAG
0063100000emtUbAAI,TurkeyOpp-430,Xaxis Rich Media,2016-10-01,2016-10-22,1252.95,BobbiBrown1016_Retouchin_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,350000,161.22,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8713,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1487.5,012i0000001EB0yAAG
0063100000emtUbAAI,TurkeyOpp-361,Xaxis Rich Media,2016-10-01,2016-10-22,1000,BobbiBrown1016_Retouchin_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,220000,222.75,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7772,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,935,012i0000001EB0yAAG
0063100000emtUcAAI,TurkeyOpp-1671,Xaxis Display Plus,2016-10-01,2016-10-22,1054.36,BobbiBrown1016_Retouching_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,650000,325,Externally Managed,Triggers,Selected Sites,3,cpm,0.6918,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1950,012i0000001EB0yAAG
0063100000emtUcAAI,TurkeyOpp-2398,Xaxis Display Plus,2016-10-01,2016-10-22,1000,BobbiBrown1016_Retouching_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,350000,69.91,Externally Managed,Triggers,Selected Sites,3,cpm,0.9301,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1050,012i0000001EB0yAAG
0063100000emtUdAAI,TurkeyOpp-2053,Xaxis Mobile,2016-10-01,2016-10-22,9000,BobbiBrown1016_Retouching_Mobil_Prestitial_Move_MS,Net Cost (Calc Margin),MediaTrader,Move,900000,3600,Externally Managed,Triggers,Interstitial,10,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Interstitial,Mobile,9000,012i0000001EB0yAAG
0063100000emtUeAAI,TurkeyOpp-2393,Xaxis Display Plus,2016-10-01,2016-10-22,1735.67,BobbiBrown1016_Retouching_Pin_Overlay_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,Popmarker,500000,500,Externally Managed,Triggers,Selected Sites,3.5,cpm,0.7119,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1750,012i0000001EB0yAAG
0063100000emtQ0AAI,TurkeyOpp-1263,Xaxis TV,2016-06-01,2016-06-30,12000,BP0616_Launch_Audio_Recognation_Digitalmarcom_MS,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,172000,8600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.07,cpv,0.2833,From spreadsheet: Turkey | Campaign Data,Online Video,Video,12040,012i0000001EB0yAAG
0063100000emtQ1AAI,TurkeyOpp-851,Xaxis Rich Media,2016-06-01,2016-06-30,6755.71,BP0616_Launch_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,750,Externally Managed,Triggers,Interstitial,4.5,cpm,0.889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6750,012i0000001EB0yAAG
0063100000emtQ1AAI,TurkeyOpp-1200,Xaxis Rich Media,2016-06-01,2016-06-30,1509.19,BP0616_Launch_interstitial_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,333333,833.33,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4478,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1500,012i0000001EB0yAAG
0063100000emtQ1AAI,TurkeyOpp-235,Xaxis Rich Media,2016-06-01,2016-06-30,3443.27,BP0616_Launch_interstitial_Dogus_MS,Net Cost (Calc Margin),MediaTrader,Dogus,1000000,1912.93,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,4500,012i0000001EB0yAAG
0063100000emtQ1AAI,TurkeyOpp-2120,Xaxis Rich Media,2016-06-01,2016-06-30,791.84,BP0616_Launch_interstitial_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,297.38,Externally Managed,Triggers,Interstitial,4.5,cpm,0.6244,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2250,012i0000001EB0yAAG
0063100000emtQ2AAI,TurkeyOpp-1548,Xaxis TV,2016-06-01,2016-06-30,3944.92,BP0616_Launch_preroll_Midyo_MS,Net Cost (Calc Margin),MediaTrader,Midyo,83000,415,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8948,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3320,012i0000001EB0yAAG
0063100000emtQ2AAI,TurkeyOpp-1740,Xaxis TV,2016-06-01,2016-06-30,1834.56,BP0616_Launch_preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,687.96,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.625,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4000,012i0000001EB0yAAG
0063100000emtQ2AAI,TurkeyOpp-700,Xaxis TV,2016-06-01,2016-06-30,4720.52,BP0616_Launch_preroll_Nokta_MS,Net Cost (Calc Margin),MediaTrader,Nokta,80000,960,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.7966,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3200,012i0000001EB0yAAG
0063100000emtQ3AAI,TurkeyOpp-2362,TV Sync,2016-06-01,2016-06-30,10500,BP0616_Launch_SYNC_Clipkit_MS,Net Cost (Calc Margin),MediaTrader,Clipkit,150000,5250,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.07,cpv,0.5,From spreadsheet: Turkey | Campaign Data,Online Video,Video,10500,012i0000001EB0yAAG
0063100000emNzJAAU,TurkeyOpp-1237,Xaxis Display Plus,2016-11-15,2016-12-31,0,BP1116_Kobi_Plani_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emNzJAAU,TurkeyOpp-1118,Xaxis Display Plus,2016-11-15,2016-12-31,0,BP1116_Kobi_Plani_interest_Dogus_MS,Net Cost (Calc Margin),MediaTrader,Dogus,1500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000emNzJAAU,TurkeyOpp-947,Xaxis Display Plus,2016-11-15,2016-12-31,0,BP1116_Kobi_Plani_interest_Mynet_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emNzJAAU,TurkeyOpp-1057,Xaxis Rich Media,2016-11-15,2016-12-31,0,BP1116_Kobi_Plani_interest_Medyanet(interstitial)_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Interstitial,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG
0063100000emtIpAAI,TurkeyOpp-241,Xaxis Rich Media,2016-01-01,2016-01-31,1700,Bridgestone0116_Kis_Plani_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000emtIpAAI,TurkeyOpp-2437,Xaxis Rich Media,2016-01-01,2016-01-31,1275,Bridgestone0116_Kis_Plani_Interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,750,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000emtIpAAI,TurkeyOpp-472,Xaxis Rich Media,2016-01-01,2016-01-31,1025,Bridgestone0116_Kis_Plani_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,240000,120,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8829,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1020,012i0000001EB0yAAG
0063100000emtLXAAY,TurkeyOpp-1210,Xaxis Rich Media,2016-03-29,2016-03-30,570.6,Bridgestone0316_Imaj_Kampanyasi_Medyanet_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,64.13,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8876,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1062.5,012i0000001EB0yAAG
0063100000emtMwAAI,TurkeyOpp-1719,TV Sync,2016-04-08,2016-04-30,6000,Bridgestone0416_Bahar_Kampanyasi_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,100000,3700,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3833,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6000,012i0000001EB0yAAG
0063100000emtLlAAI,TurkeyOpp-1086,Xaxis Rich Media,2016-04-01,2016-04-06,2979.19,Bridgestone0416_Imaj_Kampanyasi_Acunn_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,Acunn,1000000,1051.48,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,4250,012i0000001EB0yAAG
0063100000emtLlAAI,TurkeyOpp-1406,Xaxis Rich Media,2016-04-01,2016-04-06,4427.96,Bridgestone0416_Imaj_Kampanyasi_Medyanet_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8871,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,4250,012i0000001EB0yAAG
