Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000ejrIzAAI,TurkeyOpp-1527,Xaxis Rich Media,2016-05-01,2016-05-13,1250,Avon0516_Dreams_interstitial_Medyanet_MX,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,150,Externally Managed,Triggers,Interstitial,4.25,cpm,0.88,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrIzAAI,TurkeyOpp-269,Xaxis Rich Media,2016-05-01,2016-05-13,507,Avon0516_Dreams_interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,700000,1050,Externally Managed,Triggers,Interstitial,4.25,cpm,-1.071,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2975,012i0000001EB0yAAG
0063100000ejrJ0AAI,TurkeyOpp-618,TV Sync,2016-05-01,2016-05-13,3980,Avon0516_Dreams_SYNC_Clipkit_MX,Net Cost (Calc Margin),MediaTrader,Clipkit,67000,2479,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3771,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4020,012i0000001EB0yAAG
0063100000ejrJ1AAI,TurkeyOpp-222,TV Sync,2016-05-01,2016-05-14,6482.52,Redbull0516_Theme_Sync_Clipkit_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,121000,4477,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.055,cpv,0.3094,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6655,012i0000001EB0yAAG
0063100000ejrJ2AAI,TurkeyOpp-2200,Xaxis Rich Media,2016-05-01,2016-05-15,1000,Brisa0516_Lastik_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,3035.96,Externally Managed,Triggers,Interstitial,4.25,cpm,-2.036,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000ejrJ2AAI,TurkeyOpp-130,Xaxis Rich Media,2016-05-01,2016-05-15,1540,Brisa0516_Lastik_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,560.28,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6362,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000ejrJ2AAI,TurkeyOpp-1792,Xaxis Rich Media,2016-05-01,2016-05-15,1000,Brisa0516_Lastik_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,2905.04,Externally Managed,Triggers,Interstitial,4.25,cpm,-1.905,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000ejrJ3AAI,TurkeyOpp-849,Xaxis Rich Media,2016-05-01,2016-05-15,2125,Izocam0516_Lansman_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,500000,60,Externally Managed,Triggers,Interstitial,4.25,cpm,0.9718,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrJ3AAI,TurkeyOpp-2016,Xaxis Rich Media,2016-05-01,2016-05-15,2125,Izocam0516_Lansman_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,700000,350,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8353,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2975,012i0000001EB0yAAG
0063100000ejrJ4AAI,TurkeyOpp-1161,Xaxis TV,2016-05-01,2016-05-15,2435.56,Izocam0516_Lansman_Preroll_Midyo_MS,Net Cost (Calc Margin),MediaTrader,Midyo,65000,325,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8666,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2600,012i0000001EB0yAAG
0063100000ejrJ4AAI,TurkeyOpp-1017,Xaxis TV,2016-05-01,2016-05-15,2061.36,Izocam0516_Lansman_Preroll_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,60000,515.36,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.75,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2400,012i0000001EB0yAAG
0063100000ejrJ5AAI,TurkeyOpp-165,Xaxis Display Plus,2016-05-01,2016-05-15,765,Akbank0516_BP_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,150,Externally Managed,Triggers,Selected Sites,1,cpm,0.8039,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000ejrJ5AAI,TurkeyOpp-877,Xaxis Display Plus,2016-05-01,2016-05-15,1000,Akbank0516_BP_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,196.9,Externally Managed,Triggers,Selected Sites,1,cpm,0.8031,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000ejrJ6AAI,TurkeyOpp-1230,Xaxis Rich Media,2016-05-01,2016-05-15,9000,Shell0516_Helix_Takeover_Crep_MC,Net Cost (Calc Margin),MediaTrader,Crep Digital,1000000,5000,Externally Managed,Triggers,Selected Sites,9,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Digital,9000,012i0000001EB0yAAG
0063100000ejrJ7AAI,TurkeyOpp-202,TV Sync,2016-05-01,2016-05-15,4000,Bridgestone0516_Bahar_Kampanyasi_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,70000,2481.15,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3797,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4200,012i0000001EB0yAAG
0063100000ejrJ8AAI,TurkeyOpp-2300,Xaxis Rich Media,2016-05-01,2016-05-15,1022,Bridgestone0516_Imaj_Kampanyasi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,420000,210,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7945,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1785,012i0000001EB0yAAG
0063100000ejrJ9AAI,TurkeyOpp-581,Xaxis Rich Media,2016-05-01,2016-05-15,4250,Vestel0516_Ultra_ince_LCD_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,1000000,1500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,4250,012i0000001EB0yAAG
0063100000ejrJ9AAI,TurkeyOpp-102,Xaxis Rich Media,2016-05-01,2016-05-15,4597,Vestel0516_Ultra_ince_LCD_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500000,1250,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7281,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,10625,012i0000001EB0yAAG
0063100000ejrJAAAY,TurkeyOpp-1523,Xaxis Display Plus,2016-05-01,2016-05-15,820.55,Lassa0516_Satis_Kampanyasi_interest_Hurriyetemlak_MC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,500000,75,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9086,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrJAAAY,TurkeyOpp-77,Xaxis Display Plus,2016-05-01,2016-05-15,0,Lassa0516_Satis_Kampanyasi_interest_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,0,Externally Managed,Triggers,Selected Sites,1.3,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1300,012i0000001EB0yAAG
0063100000ejrJAAAY,TurkeyOpp-1519,Xaxis Display Plus,2016-05-01,2016-05-15,645.45,Lassa0516_Satis_Kampanyasi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,99.9,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.8452,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrJAAAY,TurkeyOpp-591,Xaxis Display Plus,2016-05-01,2016-05-15,0,Lassa0516_Satis_Kampanyasi_interest_GoogleAdx_MC,Net Cost (Calc Margin),MediaTrader,Google,0,0,Externally Managed,Triggers,Selected Sites,1.3,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000ejrJAAAY,TurkeyOpp-485,Xaxis Display Plus,2016-05-01,2016-05-15,1000,Lassa0516_Satis_Kampanyasi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1300,012i0000001EB0yAAG
0063100000ejrJBAAY,TurkeyOpp-1152,TV Sync,2016-05-01,2016-05-15,2991,Lassa0516_Satis_Kampanyasi_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,55000,1850.15,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3814,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000ejrJCAAY,TurkeyOpp-499,Xaxis Rich Media,2016-05-13,2016-05-16,1275,Teknosa0516_Turuncu_indirim_13-16_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,300000,450,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrJCAAY,TurkeyOpp-2028,Xaxis Rich Media,2016-05-13,2016-05-16,637.5,Teknosa0516_Turuncu_indirim_13-16_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,150000,375,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,637.5,012i0000001EB0yAAG
0063100000ejrJCAAY,TurkeyOpp-652,Xaxis Rich Media,2016-05-13,2016-05-16,1387.5,Teknosa0516_Turuncu_indirim_13-16_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,200,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8559,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrJDAAY,TurkeyOpp-609,Xaxis Mobile,2016-05-01,2016-05-16,9686,RedBull0516_Driving_Occesions_Seamless_Move_MEC,Net Cost (Calc Margin),MediaTrader,Move,1000000,4000,Externally Managed,Triggers,Selected Sites,8,cpm,0.587,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,8000,012i0000001EB0yAAG
0063100000ejrJDAAY,TurkeyOpp-423,Xaxis Mobile,2016-05-01,2016-05-16,10400,RedBull0516_Driving_Occesions_Seamless_Reklamstore_MEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,1300000,3900,Externally Managed,Triggers,Selected Sites,8,cpm,0.625,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,10400,012i0000001EB0yAAG
0063100000ejrJEAAY,TurkeyOpp-1026,Xaxis Display Plus,2016-05-01,2016-05-20,2385.45,Vodafone0516_Kibele_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,3000000,0,Externally Managed,Triggers,Selected Sites,0.8,cpm,1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2400,012i0000001EB0yAAG
0063100000ejrJEAAY,TurkeyOpp-1442,Xaxis Display Plus,2016-05-01,2016-05-20,3585.55,Vodafone0516_Kibele_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,5000000,992.76,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.7231,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4000,012i0000001EB0yAAG
0063100000ejrJFAAY,TurkeyOpp-1,Xaxis Rich Media,2016-05-01,2016-05-20,800,Vodafone0516_Kibele_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,500,Externally Managed,Triggers,Interstitial,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,800,012i0000001EB0yAAG
0063100000ejrJGAAY,TurkeyOpp-525,Xaxis Display Plus,2016-05-01,2016-05-20,437.95,Vodafone0516_Samsung_Heroes_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,4000000,394.09,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.1002,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3200,012i0000001EB0yAAG
0063100000ejrJGAAY,TurkeyOpp-2287,Xaxis Display Plus,2016-05-01,2016-05-20,1410.42,Vodafone0516_Samsung_Heroes_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000000,176.3,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2400,012i0000001EB0yAAG
0063100000ejrJGAAY,TurkeyOpp-1576,Xaxis Display Plus,2016-05-01,2016-05-20,574.62,Vodafone0516_Samsung_Heroes_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,2000000,359.14,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000ejrJHAAY,TurkeyOpp-282,Xaxis Rich Media,2016-05-09,2016-05-20,1586.17,PierreCardin0516_BabalarGunu_interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,350000,525,Externally Managed,Triggers,Interstitial,4.5,cpm,0.669,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1575,012i0000001EB0yAAG
0063100000ejrJHAAY,TurkeyOpp-1450,Xaxis Rich Media,2016-05-09,2016-05-20,1289.83,PierreCardin0516_BabalarGunu_interstitial_Medyanet_MX,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,143.26,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1800,012i0000001EB0yAAG
0063100000ejrJIAAY,TurkeyOpp-1927,Xaxis TV,2016-05-15,2016-05-21,3313,Nike0516_Woman_Race_Seeding_Clipkit_MS,Net Cost (Calc Margin),MediaTrader,Clipkit,6250,2500,Externally Managed,Triggers,Selected Sites,0.6,cpc,0.2454,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Video,3.75,012i0000001EB0yAAG
0063100000ejrJJAAY,TurkeyOpp-2088,Xaxis TV,2016-05-06,2016-05-21,2251.65,Vodafone0516_Cepte_wifi_preroll_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,75000,450,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.8001,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2250,012i0000001EB0yAAG
0063100000ejrJJAAY,TurkeyOpp-1250,Xaxis TV,2016-05-06,2016-05-21,2208.69,Vodafone0516_Cepte_wifi_preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,75000,1104.35,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.5,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2250,012i0000001EB0yAAG
0063100000ejrJJAAY,TurkeyOpp-1797,Xaxis TV,2016-05-06,2016-05-21,1539.66,Vodafone0516_Cepte_wifi_preroll_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,75000,404.07,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.7376,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2250,012i0000001EB0yAAG
0063100000ejrJKAAY,TurkeyOpp-1075,Xaxis Rich Media,2016-05-19,2016-05-22,1498.04,Teknosa0516_Genclik_iletisimi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,350000,175,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8832,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1487.5,012i0000001EB0yAAG
0063100000ejrJKAAY,TurkeyOpp-671,Xaxis Rich Media,2016-05-19,2016-05-22,896.96,Teknosa0516_Genclik_iletisimi_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,300000,402.54,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5512,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrJLAAY,TurkeyOpp-1378,Xaxis Rich Media,2016-05-20,2016-05-23,850,Teknosa_Turuncu_indirim_20-23_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrJLAAY,TurkeyOpp-2083,Xaxis Rich Media,2016-05-20,2016-05-23,1600,Teknosa_Turuncu_indirim_20-23_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,200,Externally Managed,Triggers,Interstitial,4.25,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrJLAAY,TurkeyOpp-283,Xaxis Rich Media,2016-05-20,2016-05-23,850,Teknosa_Turuncu_indirim_20-23_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrJMAAY,TurkeyOpp-1323,Xaxis Rich Media,2016-05-18,2016-05-23,1066.05,IKEA0516_Peak_Day_interstitial_DeskFive_MEC,Net Cost (Calc Margin),MediaTrader,Desk Five,250000,625,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4137,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1062.5,012i0000001EB0yAAG
0063100000ejrJMAAY,TurkeyOpp-2133,Xaxis Rich Media,2016-05-18,2016-05-23,464.35,IKEA0516_Peak_Day_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,500000,163.71,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6474,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrJMAAY,TurkeyOpp-1714,Xaxis Rich Media,2016-05-18,2016-05-23,2991.6,IKEA0516_Peak_Day_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,700000,350,Externally Managed,Triggers,Interstitial,4.25,cpm,0.883,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2975,012i0000001EB0yAAG
0063100000ejrJMAAY,TurkeyOpp-1044,Xaxis Rich Media,2016-05-18,2016-05-23,1278,IKEA0516_Peak_Day_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,750,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4131,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrJNAAY,TurkeyOpp-1083,Xaxis Display Plus,2016-05-05,2016-05-25,1285.25,Vodafone0516_Borajet_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,4000000,790.17,Externally Managed,Triggers,Selected Sites,1,cpm,0.3852,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4000,012i0000001EB0yAAG
0063100000ejrJNAAY,TurkeyOpp-1045,Xaxis Display Plus,2016-05-05,2016-05-25,1058.75,Vodafone0516_Borajet_interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,105.87,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ejrJOAAY,TurkeyOpp-141,Xaxis Rich Media,2016-05-05,2016-05-25,1000,Vodafone0516_Borajet_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,500,Externally Managed,Triggers,Interstitial,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG
0063100000ejrJPAAY,TurkeyOpp-871,Xaxis TV,2016-05-01,2016-05-26,2410.1,Canbebe0516_Lansman_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5851,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6600,012i0000001EB0yAAG
0063100000ejrJPAAY,TurkeyOpp-339,Xaxis TV,2016-05-01,2016-05-26,3313.53,Canbebe0516_Lansman_Preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8189,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000ejrJPAAY,TurkeyOpp-1548,Xaxis TV,2016-05-01,2016-05-26,2437.84,Canbebe0516_Lansman_Preroll_Matrouge_MEC,Net Cost (Calc Margin),MediaTrader,Matrouge,70000,1500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3847,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2310,012i0000001EB0yAAG
0063100000ejrJPAAY,TurkeyOpp-1455,Xaxis TV,2016-05-01,2016-05-26,11911.52,Canbebe0516_Lansman_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,360000,4320,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6373,From spreadsheet: Turkey | Campaign Data,Online Video,Video,11880,012i0000001EB0yAAG
0063100000ejrJPAAY,TurkeyOpp-1589,Xaxis TV,2016-05-01,2016-05-26,2927.43,Canbebe0516_Lansman_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,230000,443.55,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,7590,012i0000001EB0yAAG
0063100000ejrJQAAY,TurkeyOpp-665,Xaxis TV,2016-05-01,2016-05-27,4077,Dogus0516_Glamour_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,230000,425.72,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8956,From spreadsheet: Turkey | Campaign Data,Online Video,Video,9200,012i0000001EB0yAAG
0063100000ejrJRAAY,TurkeyOpp-1465,Xaxis Display Plus,2016-05-01,2016-05-27,2458.47,Dogus0516_Glamour_Widget_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,180.49,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.9266,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,6750,012i0000001EB0yAAG
0063100000ejrJRAAY,TurkeyOpp-1659,Xaxis Display Plus,2016-05-01,2016-05-27,2673.53,Dogus0516_Glamour_Widget_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,297.06,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4500,012i0000001EB0yAAG
0063100000ejrJSAAY,TurkeyOpp-913,Xaxis Rich Media,2016-05-20,2016-05-27,850,TMC0516_Kahraman_Koala_Digitalm_interstitial_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrJSAAY,TurkeyOpp-1930,Xaxis Rich Media,2016-05-20,2016-05-27,1350,TMC0516_Kahraman_Koala_Acunn_interstitial_MS,Net Cost (Calc Margin),MediaTrader,Acunn,300000,450,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrJSAAY,TurkeyOpp-12,Xaxis Rich Media,2016-05-20,2016-05-27,2550,TMC0516_Kahraman_Koala_Medyanet_interstitial_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,600000,300,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2550,012i0000001EB0yAAG
0063100000ejrJTAAY,TurkeyOpp-1411,Xaxis Rich Media,2016-05-25,2016-05-29,1772.5,Teknosa0516_Vestel_Euro_2016_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,250,Externally Managed,Triggers,Interstitial,4.25,cpm,0.859,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrJTAAY,TurkeyOpp-2049,Xaxis Rich Media,2016-05-25,2016-05-29,552.5,Teknosa0516_Vestel_Euro_2016_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,130000,325,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,552.5,012i0000001EB0yAAG
0063100000ejrJTAAY,TurkeyOpp-1621,Xaxis Rich Media,2016-05-25,2016-05-29,1275,Teknosa0516_Vestel_Euro_2016_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,300000,450,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrJUAAY,TurkeyOpp-796,Xaxis Display Plus,2016-05-09,2016-05-29,1800,Tadim0516_Meyvegiller_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,600000,119.96,Externally Managed,Triggers,Selected Sites,3,cpm,0.9334,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000ejrJUAAY,TurkeyOpp-2318,Xaxis Display Plus,2016-05-09,2016-05-29,2000,Tadim0516_Meyvegiller_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,3,cpm,0.95,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000ejrJUAAY,TurkeyOpp-1936,Xaxis Display Plus,2016-05-09,2016-05-29,1200,Tadim0516_Meyvegiller_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,400000,200,Externally Managed,Triggers,Selected Sites,3,cpm,0.8333,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1200,012i0000001EB0yAAG
0063100000ejrJVAAY,TurkeyOpp-37,Xaxis TV,2016-05-01,2016-05-29,4000,Tadim0516_Meyvegiller_Preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,1489.88,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.6275,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4000,012i0000001EB0yAAG
