Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Target_Gender__c,Buy_Type__c,Delivery_Market__c,Frequency_Cap__c,Frequency_Scope__c,Media_Code__c,Special_Product__c,Target_Age_Freeform_Entry__c
0063100000fIKlXAAW,Belgium:20160191-NL,Xaxis Display,"May 9, 2016","May 15, 2016",2264.8,Promo Vers May-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,566200,0,Externally Managed,Interest,TBD,4,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKqPAAW,Belgium:20160306-NL,Xaxis TV,"Jun 13, 2016","Jul 10, 2016",4949.19,Tall ship races Interest TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,197967.5,0,Externally Managed,Interest,Family_AND_Parenting Sailing,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKwAAAW,Belgium:20160503-NL,Xaxis Audio,"Oct 10, 2016","Oct 16, 2016",3200,USP Week 41-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Magali Merveille,320000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKq3AAG,Belgium:20160110-NL,Xaxis Display,"Apr 4, 2016","Jun 30, 2016",3000,Motorcraft Q2 Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,1000000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwHAAW,Belgium:20160435-NL,Xaxis TV,"Aug 29, 2016","Oct 23, 2016",7992.15,Nutrilon Curiosity Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,319686,0,Externally Managed,Interest,Family_AND_Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKrkAAG,Belgium:20160425-NL,Xaxis Display,"Aug 29, 2016","Sep 11, 2016",3089.63,Promo Q4 thema Hamsteren-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,882750,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKs7AAG,Belgium:20160453-NL,Xaxis Display,"Sep 5, 2016","Sep 24, 2016",1800,Discovery Sport Dealers-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,600000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKy3AAG,Belgium:20160046-NL,Xaxis Display,"Jan 5, 2016","Dec 31, 2016",38231.94,Campaign 2016-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,9557985,0,Externally Managed,Interest,Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fILCiAAO,Belgium:20160296-NL,Xaxis TV,"Aug 29, 2016","Sep 29, 2016",2400,Fenix Vivoactive - Fenix 3 TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,96000,0,Externally Managed,Interest,Health_AND_Fitness Sports adventure travel,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,23-54
0063100000fIKkRAAW,Belgium:20160091-NL,Xaxis Display,"Feb 10, 2016","Mar 31, 2016",6000,Motorcraft Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,1500000,0,Externally Managed,Interest,Automotive Auto Parts & Auto Repair,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKp9AAG,Belgium:20160242-NL,Xaxis Display,"May 16, 2016","May 29, 2016",6762.959,Canderel - Sucralose-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1690739,0,Externally Managed,Interest,Food_AND_Drink Health_Fitness,4,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,25-54
0063100000fIKxaAAG,Belgium:20160499-NL,Xaxis Display,"Nov 15, 2016","Dec 4, 2016",3500,Watch Dog 2 - Sync-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,875000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjGAAW,Belgium:20160041-NL,Xaxis Display,"Jan 4, 2016","Jan 24, 2016",1174.5,Wintersport - Last Minutes Interest TBD-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,293625,0,Externally Managed,Interest,Interest TBD,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkoAAG,Belgium:20160127-NL,Xaxis Audio,"Apr 11, 2016","Apr 17, 2016",2000,Audio Vers Wk15-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Verlinden,200000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKpKAAW,Belgium:20160246-NL,Xaxis Display,"May 16, 2016","Jun 3, 2016",168.4,Boerderijdagen RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,33679.5,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwvAAG,Belgium:20160366-NL,Xaxis TV,"Oct 19, 2016","Nov 13, 2016",5000,JBC TV Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sebastien Reps,200000,0,Externally Managed,Interest,Family_AND_Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKxfAAG,Belgium:20160484-NL,Xaxis Display,"Dec 5, 2016","Dec 11, 2016",1000,Hamsteren Mobile-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,333333,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKyCAAW,Belgium:20160563-NL,Xaxis Display,"Dec 25, 2015","Nov 28, 2016",5000,Boiler Sales Sync-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,1250000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxhAAG,Belgium:20160568-NL,Xaxis Display,"Nov 2, 2016","Dec 15, 2016",3507.5,November RT & LAL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Marie Julie Billen,701500,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjAAAW,Belgium:20160001-NL,Xaxis Audio,"Jan 2, 2016","Jan 17, 2016",4000,Audio W1 Boodschap Hamsteren-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Verlinden,400000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKlHAAW,Belgium:20160206-NL,Xaxis TV,"Apr 14, 2016","May 8, 2016",8250,Zalando Apr Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Cynthia Openneer,330000,0,Externally Managed,Interest,Style_AND_Fashion,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKlAAAW,Belgium:20160194-NL,Xaxis Display,"Apr 11, 2016","May 1, 2016",2576.5,Steam Cleaner Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,736143,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,29-59
0063100000fIKw8AAG,Belgium:20160472-NL,Xaxis Audio,"Oct 3, 2016","Oct 16, 2016",5000,Eneco Audio wave 1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Magali Merveille,500000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKjkAAG,Belgium:20160052-NL,Xaxis TV,"Feb 19, 2016","Feb 21, 2016",2000,Hitman - W1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,80000,0,Externally Managed,Interest,Hobbies_AND_Interests,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKyQAAW,Belgium:20160585-NL,Xaxis TV,"Dec 12, 2016","Dec 25, 2016",3000,Actimel Santa-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sebastien Reps,150000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-64
0063100000fIKqkAAG,Belgium:20160321-NL,Xaxis Audio,"Jun 27, 2016","Jul 28, 2016",6166.87,Last Minute Zomer 2016 Audio-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,616687,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKkJAAW,Belgium:20160053-NL,Xaxis TV,"Mar 9, 2016","Mar 22, 2016",5250,Hitman - W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,210000,0,Externally Managed,Interest,Hobbies_AND_Interests,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKpHAAW,Belgium:20160235-NL,Xaxis Display,"May 2, 2016","May 31, 2016",3400,Love Nature-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,850000,0,Externally Managed,Interest,Home_AND_Garden,4,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,25-45
0063100000fIKpdAAG,Belgium:20160258-NL,Xaxis Audio,"May 30, 2016","Jun 12, 2016",4000,USP_Week22-23 Audio-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Magali Merveille,400000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKjZAAW,Belgium:20160007-NL,Xaxis Display,"Jan 18, 2016","Feb 12, 2016",7936,Momentum 2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1984000,0,Externally Managed,Interest,Personal_Finance Automotive Home&Garden,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqeAAG,Belgium:20160260-NL,Xaxis Display,"Jul 4, 2016","Jul 19, 2016",2804.175,Alfa Romeo Giula Launch Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,701043.5,0,Externally Managed,Interest,Voir mail Melissa 24/05,4,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,40+
0063100000fIKpAAAW,Belgium:20160227-NL,Xaxis TV,"May 16, 2016","May 29, 2016",7500,Selekt TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Victoria Rerikh,300000,0,Externally Managed,Interest,Automotive,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKvmAAG,Belgium:20160374-NL,Xaxis TV,"Aug 28, 2016","Sep 30, 2016",5000,Danio August TV Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,200000,0,Externally Managed,Interest,Voir campagne precedente,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKxJAAW,Belgium:20160481-NL,Xaxis Display,"Nov 14, 2016","Nov 20, 2016",1508.5,R99-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,431000,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKk7AAG,Belgium:20160055-NL,Xaxis Display,"Jan 18, 2016","Mar 13, 2016",2000,Recruitment Politie - College-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,500000,0,Externally Managed,Interest,Education,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpVAAW,Belgium:20160253-NL,Xaxis Display,"May 23, 2016","Jun 5, 2016",1005,Promo & EK Mobile-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,335000,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrQAAW,Belgium:20160311-NL,Xaxis Display,"Jun 23, 2016","Aug 31, 2016",12026.14,Slim naar A VL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,6013072,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKw4AAG,Belgium:20160401-NL,Xaxis Display,"Sep 12, 2016","Oct 14, 2016",10000,Primus Sync-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,2500000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKp1AAG,Belgium:20160205-NL,Xaxis Display,"Apr 20, 2016","May 22, 2016",18948,Momentum 3-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,4737000,0,Externally Managed,Interest,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKyuAAG,Belgium:20160609-NL,Xaxis Display,"Jan 7, 2017","Feb 6, 2017",1600,Giulia BMS Display Fleet Impact-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,160000,0,Externally Managed,Interest,Business,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65+
0063100000fIKvaAAG,Belgium:20160452-NL,Xaxis TV,"Sep 5, 2016","Sep 25, 2016",5208.5,Back to School - Socio-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,260425,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKwzAAG,Belgium:20160461-NL,Xaxis TV,"Oct 31, 2016","Nov 13, 2016",4678,Old El Paso TV W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,187120,0,Externally Managed,Interest,Food_AND_Drink Family_AND_Parenting,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-50
0063100000fIKwxAAG,Belgium:20160556-NL,Xaxis TV,"Oct 31, 2016","Nov 13, 2016",1250,Tezenis November TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,50000,0,Externally Managed,Socio-demo,Arts_AND_Entertainment_Music,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,18-55
0063100000fIKl9AAG,Belgium:20160138-NL,Xaxis TV,"Apr 11, 2016","May 1, 2016",7951.5,Steam Cleaner TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,397575,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,29-59
0063100000fIKrNAAW,Belgium:20160277-NL,Xaxis TV,"May 26, 2016","Aug 28, 2016",4435,Aperol TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,177400,0,Externally Managed,Interest,Style_AND_Fashion TRB_BE_ITRS_Travel~Italy o TRB_BE_ITRS_Arts_AND_Entertainment,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fILCmAAO,Belgium:20160437-NL,Xaxis Display,"Oct 1, 2016","Oct 31, 2016",1650,Value for me Winter Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,550000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKl7AAG,Belgium:20160172-NL,Xaxis Display,"Apr 11, 2016","May 1, 2016",2758.6,Koopzondagen W2 VL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,689649,0,Externally Managed,Interest,Style_AND_Fashion News,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,18-44
0063100000fIKlVAAW,Belgium:20160200-NL,Xaxis TV,"Apr 11, 2016","May 15, 2016",2500,Activia Fusion Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,125000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-45
0063100000fILCcAAO,Belgium:20160295-NL,Xaxis TV,"Jul 1, 2016","Jul 31, 2016",8925,Fenix Vivoactive - Vivoactive TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,357000,0,Externally Managed,Interest,Health_AND_Fitness Sports weight loss,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-54
0063100000fIKyTAAW,Belgium:20160604-NL,Xaxis Display,"Nov 28, 2016","Dec 28, 2016",3630.693,Glenfiddich EOY Display Interest BE-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,907672.6,0,Externally Managed,Interest,Upscale Lifestyle,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKk9AAG,Belgium:20160088-NL,Xaxis Display,"Feb 15, 2016","Mar 13, 2016",10000,Oikos Vanille-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,2857143,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fIKkKAAW,Belgium:20160077-NL,Xaxis TV,"Feb 24, 2016","Mar 22, 2016",4720.1,Mate 8 Demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,236005,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,20-40
0063100000fIKjHAAW,Belgium:20160024-NL,Xaxis TV,"Jan 10, 2016","Jan 30, 2016",2115,Danish Girl-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,84600,0,Externally Managed,Interest,Arts_AND_Entertainment,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-60
0063100000fIKjJAAW,Belgium:20160031-NL,Xaxis TV,"Jan 11, 2016","Jan 31, 2016",2500,BMS S-Max TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,100000,0,Externally Managed,Interest,Automotive Family_AND_Parenting Sports,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-55
0063100000fIKkWAAW,Belgium:20160105-NL,Xaxis TV,"Feb 29, 2016","Apr 3, 2016",5000,Danio TV Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,200000,0,Externally Managed,Interest,,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKpMAAW,Belgium:20160236-NL,Xaxis TV,"May 9, 2016","Jun 5, 2016",2292.5,Schweppes Indian Tonic TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,114625,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fILCvAAO,Belgium:20160405-NL,Xaxis TV,"Sep 2, 2016","Sep 23, 2016",2719.98,Jeep Renegade TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,135999,0,Externally Managed,Socio-demo,,20,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,30-54
0063100000fIKpBAAW,Belgium:20160164-FR,Xaxis Display,"Apr 20, 2016","May 31, 2016",8500,Kuga / Ecosport Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,2125000,0,Externally Managed,Interest,Automotive Sports Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-50
0063100000fIKrBAAW,Belgium:20160354-FR,Xaxis TV,"Jul 11, 2016","Aug 14, 2016",5000,Vitalinea Fruit and Plain TV Socio demo-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,250000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-49
0063100000fIKvqAAG,Belgium:20160445-FR,Xaxis Display,"Sep 5, 2016","Oct 2, 2016",1620,Momentum 3 W3 Context-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,540000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxdAAG,Belgium:20160578-FR,Xaxis TV,"Nov 29, 2016","Dec 5, 2016",2520,Final Fantasy XV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,126000,0,Externally Managed,Socio-demo,Arts_AND_Entertainment,20,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,18+
0063100000fIKpXAAW,Belgium:20160254-FR,Xaxis TV,"May 16, 2016","Jun 5, 2016",7000,Poweo TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tamara Vadillo Garcia,280000,0,Externally Managed,Interest,Personal_Finance Home_and_garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKyDAAW,Belgium:20160548-FR,Xaxis TV,"Nov 14, 2016","Dec 11, 2016",5000,Cointreau EOY 2016 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,200000,0,Externally Managed,Interest,Business News Beauty,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-40
0063100000fILCEAA4,Belgium:20160019-FR,Xaxis TV,"Jan 12, 2016","Jan 30, 2016",6000,Fiat 500 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,300000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-54
0063100000fIKjYAAW,Belgium:20160045-FR,Xaxis Display,"Jan 27, 2016","Feb 10, 2016",1336,Rise of Tomb Raider-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,334000,0,Externally Managed,Interest,Hobbies_AND_Interests,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpsAAG,Belgium:20160243-FR,Xaxis TV,"May 16, 2016","Jun 23, 2016",3302.4,Caffe Latte TV W1-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,165120,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,18-29
0063100000fIKrZAAW,Belgium:20160297-FR,Xaxis TV,"Jul 11, 2016","Sep 7, 2016",2292.5,Schweppes Indian Tonic W2 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,114625,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKr8AAG,Belgium:20160276-FR,Xaxis TV,"Jul 11, 2016","Aug 7, 2016",7500,W2 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,300000,0,Externally Managed,Interest,Personal_Finance,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,35-64
0063100000fIKlDAAW,Belgium:20160103-FR,Xaxis Display,"Mar 17, 2016","May 2, 2016",2000,Rio 2016 Luxembourg-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,500000,0,Externally Managed,Interest,Shopping,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwoAAG,Belgium:20160558-FR,Xaxis TV,"Oct 31, 2016","Nov 9, 2016",884.725,Olvarit Pre Empt W3 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,35389,0,Externally Managed,Interest,Family_AND_Parenting_Babbies and toddlers,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKw9AAG,Belgium:20160517-FR,Xaxis Display,"Oct 3, 2016","Oct 16, 2016",10000,Be Green-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,2500000,0,Externally Managed,Interest,Home_AND_Garden Personal Finance,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjkAAG,Belgium:20160052-FR,Xaxis TV,"Feb 19, 2016","Feb 21, 2016",2000,Hitman - W1-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,80000,0,Externally Managed,Interest,Hobbies_AND_Interests,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKxYAAW,Belgium:20160575-FR,Xaxis Display,"Nov 16, 2016","Nov 30, 2016",3091.13,Discovery Sport November-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,883180.5,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKx6AAG,Belgium:20160545-FR,Xaxis Display,"Oct 26, 2016","Nov 15, 2016",7500,S-Max Vignale Interest Finance-News-Business-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1875000,0,Externally Managed,Interest,Personal_Finance News Business,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKx9AAG,Belgium:20160552-FR,Xaxis Display,"Oct 26, 2016","Nov 15, 2016",5000,S-Max Vignale Interest Luxury-Family-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1250000,0,Externally Managed,Interest,Family_AND_Parenting Luxury,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkdAAG,Belgium:20160081-FR,Xaxis Display,"Mar 14, 2016","Apr 10, 2016",2500,Retargeting-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,500000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKx1AAG,Belgium:20160530-FR,Xaxis TV,"Oct 17, 2016","Nov 13, 2016",8000,Mentos Potten-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,400000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-44
0063100000fIKyUAAW,Belgium:20160605-FR,Xaxis Display,"Nov 28, 2016","Dec 28, 2016",1144.13,Glenfiddich EOY Display Interest LUX-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,286031,0,Externally Managed,Interest,Upscale Lifestyle,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkuAAG,Belgium:20160198-FR,Xaxis TV,"Apr 11, 2016","Apr 24, 2016",2500,Activia Fusion Audience TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,166666.5,0,Externally Managed,Broad Reach,,15,,CPM,Belgium,3,Per day,Video,Xaxis TV,
