Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Target_Gender__c,Buy_Type__c,Delivery_Market__c,Frequency_Cap__c,Frequency_Scope__c,Media_Code__c,Special_Product__c,Target_Age_Freeform_Entry__c
0063100000fILCqAAO,Belgium:20160519-NL,Xaxis Audio,"Oct 31, 2016","Nov 5, 2016",3200,Audio Wk44-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,320000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKrwAAG,Belgium:20160397-NL,Xaxis TV,"Aug 16, 2016","Sep 15, 2016",2400,Fenix 3 W1 TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,96000,0,Externally Managed,Interest,Sports Travel Automotive,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,23-54
0063100000fIKxMAAW,Belgium:20160547-NL,Xaxis Display,"Oct 29, 2016","Nov 20, 2016",1500,Boost bannering LAL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,300000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwzAAG,Belgium:20160461-FR,Xaxis TV,"Oct 31, 2016","Nov 13, 2016",4678,Old El Paso TV W2-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,187120,0,Externally Managed,Interest,Food_AND_Drink Family_AND_Parenting,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-50
0063100000fIKjMAAW,Belgium:20160028-NL,Xaxis Display,"Jan 11, 2016","Jan 31, 2016",500,Salon de l'auto RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,100000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkzAAG,Belgium:20160097-NL,Xaxis Display,"Apr 6, 2016","Apr 28, 2016",5256.44,Tempo Team Anvers Mobile-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,1752147,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjbAAG,Belgium:20160034-FR,Xaxis TV,"Jan 11, 2016","Feb 14, 2016",1600,Rennie W2-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,80000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,35-64
0063100000fIKr1AAG,Belgium:20160363-FR,Xaxis Display,"Jul 11, 2016","Jul 31, 2016",4500,Summer XE XF Extra budget-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,1285715,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,30+
0063100000fIKrVAAW,Belgium:20160328-FR,Xaxis TV,"Aug 8, 2016","Sep 4, 2016",2395,Schweppes Agrum W2 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,119750,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKxMAAW,Belgium:20160547-FR,Xaxis Display,"Oct 29, 2016","Nov 20, 2016",1500,Boost bannering LAL-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,300000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKquAAG,Belgium:20160343-NL,Xaxis Display,"Jun 30, 2016","Jul 31, 2016",12500,Mustang Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,3125000,0,Externally Managed,Interest,Automotive Personal Finance Travel,4,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqwAAG,Belgium:20160345-NL,Xaxis Display,"Jun 30, 2016","Jul 31, 2016",5000,Mustang Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1428572,0,Externally Managed,Socio-demo,,3.5,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwdAAG,Belgium:20160399-NL,Xaxis TV,"Oct 11, 2016","Oct 31, 2016",6080,Supradyn TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Fabienne Romanus,304000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,35-54
0063100000fIKx4AAG,Belgium:20160541-NL,Xaxis Display,"Oct 21, 2016","Nov 15, 2016",1250,Edge Launch Context LUX-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,416666.5,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKyIAAW,Belgium:20160542-FR,Xaxis TV,"Nov 7, 2016","Nov 30, 2016",14000,Edge Launch TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,560000,0,Externally Managed,Interest,Automotive Personal Finance Travel,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKyWAAW,Belgium:20160574-FR,Xaxis Display,"Nov 20, 2016","Dec 31, 2016",6000,Mondeo ST Context Display-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2000000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqFAAW,Belgium:20160279-NL,Xaxis Display,"Jun 1, 2016","Jun 30, 2016",3090,RT & LAL June-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,618000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkXAAW,Belgium:20160142-FR,Xaxis TV,"Mar 21, 2016","Apr 3, 2016",2950,Badoit TV Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,118000,0,Externally Managed,Interest,TBD,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKy3AAG,Belgium:20160046-FR,Xaxis Display,"Jan 5, 2016","Dec 31, 2016",38231.94,Campaign 2016-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,9557985,0,Externally Managed,Interest,Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkhAAG,Belgium:20160086-NL,Xaxis Audio,"Mar 28, 2016","Apr 10, 2016",4000,Audio USP Wk13-14-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Magali Merveille,400000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKkSAAW,Belgium:20160092-FR,Xaxis Display,"Feb 10, 2016","Mar 31, 2016",3450,Motorcraft Context-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,1150000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqeAAG,Belgium:20160260-FR,Xaxis Display,"Jul 4, 2016","Jul 19, 2016",2804.175,Alfa Romeo Giula Launch Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,701043.5,0,Externally Managed,Interest,Voir mail Melissa 24/05,4,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,40+
0063100000fIKw0AAG,Belgium:20160490-FR,Xaxis Display,"Sep 26, 2016","Oct 9, 2016",11124.87,XC60-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Lucrece de Villenfagne,1483316,0,Externally Managed,Socio-demo,,7.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fIKryAAG,Belgium:20160320-FR,Xaxis TV,"Jul 1, 2016","Sep 15, 2016",22764,Push&Macchiato TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,910560,0,Externally Managed,Interest,Health_AND_Fitness Style_AND_Fashion Food&Drinks,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fILCRAA4,Belgium:20160181-NL,Xaxis Display,"May 12, 2016","Jun 12, 2016",2000,F-Pace-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,500000,0,Externally Managed,Interest,Personal_Finance News Business,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKyaAAG,Belgium:20160594-NL,Xaxis TV,"Jan 2, 2017","Jan 22, 2017",6249.995,TAOP BMS TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Muriel Van Impe,240384.5,0,Externally Managed,Socio-demo,Personal_Finance News Business,26,,CPM,Belgium,3,Per day,Video,Xaxis TV,35+
0063100000fIKySAAW,Belgium:20160564-FR,Xaxis TV,"Nov 28, 2016","Dec 27, 2016",2500,Boiler Sales TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,100000,0,Externally Managed,Interest,Home_AND_Garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKjnAAG,Belgium:20160068-NL,Xaxis Display,"Feb 9, 2016","Feb 23, 2016",1680,Investment Loans 2nd Home - Construction-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,420000,0,Externally Managed,Interest,Remodeling & Construction,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrJAAW,Belgium:20160378-NL,Xaxis TV,"Jul 25, 2016","Aug 22, 2016",7500,Wedstrijd BXL TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,300000,0,Externally Managed,Interest,Real_Estate,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKwHAAW,Belgium:20160435-FR,Xaxis TV,"Aug 29, 2016","Oct 23, 2016",7992.15,Nutrilon Curiosity Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,319686,0,Externally Managed,Interest,Family_AND_Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKp7AAG,Belgium:20160144-NL,Xaxis Display,"May 16, 2016","May 22, 2016",3000,P9 Audience-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,1500000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKozAAG,Belgium:20160225-NL,Xaxis Display,"May 1, 2016","May 21, 2016",2240,Ten Zuiden van 't Zuid-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,560000,0,Externally Managed,Interest,Voir mail Melissa 14/04,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,50+
0063100000fIKxlAAG,Belgium:20160554-FR,Xaxis Display,"Nov 21, 2016","Dec 18, 2016",2159.976,Momentum 4 Context Display-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,719992,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwNAAW,Belgium:20160504-NL,Xaxis Audio,"Oct 17, 2016","Oct 23, 2016",3200,USP Week 42-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Magali Merveille,320000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fILCEAA4,Belgium:20160019-NL,Xaxis TV,"Jan 12, 2016","Jan 30, 2016",6000,Fiat 500 TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,300000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-54
0063100000fIKwjAAG,Belgium:20160561-NL,Xaxis Display,"Oct 28, 2016","Nov 6, 2016",2758.6,Koopzondagen W5 Flanders+BXL NL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,689649,0,Externally Managed,Interest,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,18-44
0063100000fIKyLAAW,Belgium:20160312-FR,Xaxis Display,"Oct 17, 2016","Dec 18, 2016",7173.89,Slim naar A Wallonia-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,3586944,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxUAAW,Belgium:20160565-NL,Xaxis TV,"Nov 14, 2016","Nov 28, 2016",3873.84,P9 Launch Campaign TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,154953.5,0,Externally Managed,Interest,Technology_AND_Computing Lifestyle,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,20-39
0063100000fIKk4AAG,Belgium:20160017-FR,Xaxis TV,"Feb 24, 2016","Mar 11, 2016",1182.64,Jeep Renegade TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,47305.5,0,Externally Managed,Interest,Sports~Auto_Racing Sports~Bicycling,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-54
0063100000fIKx4AAG,Belgium:20160541-FR,Xaxis Display,"Oct 21, 2016","Nov 15, 2016",1250,Edge Launch Context LUX-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,416666.5,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxoAAG,Belgium:20160550-FR,Xaxis Audio,"Dec 5, 2016","Dec 18, 2016",2895,Fiesta/Focus Audio-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Romain Belvaux,289500,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKxjAAG,Belgium:20160396-FR,Xaxis TV,"Oct 10, 2016","Dec 18, 2016",7575,Vivoactive W2 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,303000,0,Externally Managed,Interest,Sports Travel Automotive,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-54
0063100000fIKycAAG,Belgium:20160593-FR,Xaxis TV,"Jan 9, 2017","Jan 29, 2017",0,Kinedo DUO-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Muriel Van Impe,0,0,Externally Managed,Socio-demo,Real_Estate,26,,CPM,Belgium,3,Per day,Video,Xaxis TV,35+
0063100000fIKr1AAG,Belgium:20160363-NL,Xaxis Display,"Jul 11, 2016","Jul 31, 2016",4500,Summer XE XF Extra budget-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,1285715,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,30+
0063100000fIKwuAAG,Belgium:20160365-NL,Xaxis TV,"Oct 19, 2016","Nov 13, 2016",5523.81,JBC TV socio-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sebastien Reps,276190.5,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fILCmAAO,Belgium:20160437-FR,Xaxis Display,"Oct 1, 2016","Oct 31, 2016",1350,Value for me Winter Context-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,450000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKlaAAG,Belgium:20160216-NL,Xaxis Display,"May 1, 2016","May 15, 2016",1920,May - Promo - RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,384000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqOAAW,Belgium:20160305-NL,Xaxis TV,"Jun 13, 2016","Jul 10, 2016",1500,Tall ship races VL Holland TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,100000,0,Externally Managed,Broad Reach,,15,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKwLAAW,Belgium:20160479-NL,Xaxis Display,"Oct 17, 2016","Oct 23, 2016",1508.5,R99-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,431000,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKwWAAW,Belgium:20160011-NL,Xaxis TV,"Oct 1, 2016","Oct 30, 2016",3047.4,Aquaclean TV Interest W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,121680,0,Externally Managed,Interest,News Finance Home&Garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKxrAAG,Belgium:20160587-FR,Xaxis Display,"Nov 21, 2016","Dec 27, 2016",2400,Winter in Antwerpen Fase 2 Waals Brabant and BXL FR + Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,600000,0,Externally Managed,Socio-demo,Arts_AND_Entertainment Food_AND_Drink Society,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-55
0063100000fIKvkAAG,Belgium:20160429-NL,Xaxis Display,"Sep 2, 2016","Sep 30, 2016",1374.11,Giulia LAL Q3-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,274822,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpyAAG,Belgium:20160269-NL,Xaxis Display,"Jun 6, 2016","Jun 26, 2016",1250,Fullback RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,250000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjzAAG,Belgium:20160060-FR,Xaxis TV,"Feb 15, 2016","Mar 6, 2016",1520,Canesten-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,60800,0,Externally Managed,Socio-demo,,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKyvAAG,Belgium:20160580-FR,Xaxis TV,"Jan 23, 2017","Feb 12, 2017",5500,500 BMS TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,250000,0,Externally Managed,Socio-demo,,22,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKr7AAG,Belgium:20160275-NL,Xaxis Display,"Jul 11, 2016","Aug 7, 2016",2500,W2 RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,500000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrdAAG,Belgium:20160410-NL,Xaxis Display,"Aug 20, 2016","Sep 11, 2016",10000,Pre Launch Edge Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2500000,0,Externally Managed,Interest,Automotive Personal_Finance Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjNAAW,Belgium:20160022-FR,Xaxis Display,"Jan 14, 2016","Jan 31, 2016",2000,Salon de l'auto-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,500000,0,Externally Managed,Interest,Personal_Finance,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjiAAG,Belgium:20160002-NL,Xaxis Audio,"Feb 15, 2016","Feb 21, 2016",2000,Audio W2 Route 99-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Verlinden,200000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKyAAAW,Belgium:20160478-FR,Xaxis TV,"Oct 10, 2016","Apr 2, 2017",12500,Royco Time Targeting Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,500000,0,Externally Managed,Interest,Shopping Food and drink,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKjpAAG,Belgium:20160043-NL,Xaxis Display,"Feb 1, 2016","Feb 27, 2016",2000,450 Jaar Stadhuis VL W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,500000,0,Externally Managed,Interest,Voir liste mail,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpUAAW,Belgium:20160248-NL,Xaxis Display,"May 23, 2016","Jun 5, 2016",2640.8,Promo & EK-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,660200,0,Externally Managed,Interest,Food_AND_Drink Shopping,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKxWAAW,Belgium:20160398-FR,Xaxis TV,"Oct 10, 2016","Nov 30, 2016",885,Fenix 3 W2 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,35400,0,Externally Managed,Interest,Sports Travel Automotive,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,23-54
0063100000fIKjYAAW,Belgium:20160045-NL,Xaxis Display,"Jan 27, 2016","Feb 10, 2016",2004,Rise of Tomb Raider-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,501000,0,Externally Managed,Interest,Hobbies_AND_Interests,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpsAAG,Belgium:20160243-NL,Xaxis TV,"May 16, 2016","Jun 23, 2016",2201.6,Caffe Latte TV W1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,110080,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,18-29
0063100000fIKwEAAW,Belgium:20160421-NL,Xaxis Display,"Sep 26, 2016","Oct 23, 2016",2000,Recruitment Politie W2 - College-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,500000,0,Externally Managed,Interest,Education,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKysAAG,Belgium:20160607-NL,Xaxis Display,"Jan 7, 2017","Feb 6, 2017",1575,Giulia BMS Display-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,350000,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65+
0063100000fIKqcAAG,Belgium:20160338-NL,Xaxis Display,"Jun 29, 2016","Jul 17, 2016",918,Momentum 3 W2 Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Celia Stevens,306000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkMAAW,Belgium:20160009-FR,Xaxis TV,"Feb 22, 2016","Mar 27, 2016",3000,Aquaclean TV Interest W1-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,120000,0,Externally Managed,Interest,News Finance Home&Garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKpiAAG,Belgium:20160150-NL,Xaxis Display,"Apr 25, 2016","Jun 19, 2016",10000,March June LAL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,2000000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKreAAG,Belgium:20160411-NL,Xaxis Display,"Aug 20, 2016","Sep 11, 2016",10000,Pre Launch Edge Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2857143,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-60
0063100000fIKlTAAW,Belgium:20160201-FR,Xaxis Display,"Apr 11, 2016","May 15, 2016",875,Urban Series RT-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,175000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxeAAG,Belgium:20160483-NL,Xaxis Display,"Dec 5, 2016","Dec 11, 2016",1508.5,Hamsteren-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,431000,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKy8AAG,Belgium:20160502-FR,Xaxis TV,"Sep 26, 2016","Feb 4, 2017",17500,One Activia-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,875000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-50
0063100000fIKxOAAW,Belgium:20160424-NL,Xaxis Display,"Nov 7, 2016","Nov 21, 2016",6000,Buurtwinkelen Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,1500000,0,Externally Managed,Interest,Shopping,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqCAAW,Belgium:20160238-FR,Xaxis TV,"May 2, 2016","Jun 30, 2016",5625,Actimel RT-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,187500,0,Externally Managed,Retargeting,,30,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKqKAAW,Belgium:20160302-NL,Xaxis Display,"Jun 23, 2016","Jul 10, 2016",3258.585,Fiat Tipo Sync-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,814646,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKvlAAG,Belgium:20160373-FR,Xaxis TV,"Aug 28, 2016","Sep 30, 2016",5000,Danio August TV Socio demo-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,250000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-49
0063100000fIKl3AAG,Belgium:20160161-NL,Xaxis Display,"Apr 1, 2016","Apr 30, 2016",9975,Parcel Delivery Methods Socio-Demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,2850000,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,18-44
0063100000fIKqgAAG,Belgium:20160303-NL,Xaxis TV,"Jun 23, 2016","Jul 20, 2016",9601.5,Fiat Tipo TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,480075,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-64
0063100000fIKjEAAW,Belgium:20160039-NL,Xaxis Display,"Jan 4, 2016","Jan 24, 2016",2023.5,Wintersport - Last Minutes Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,505875,0,Externally Managed,Interest,Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
